"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","periodo_fact_c_diaria","tipo_razon_uso","id_viaje","grupo_viaje","comparativa_descripcion","comparativa_grupo_viaje","comparativa_razon_uso","comparativa_clave_si","comparativa_clave_no"
A007496,2020-12-05,P.RECREACION,regalo,regalo: nombre_15,P.RECREACION7,-20310.0,202012,especifico,,,,,P.RECREACION,P013,
A007497,2020-12-05,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION8,-14740.5,202012,especifico,,,,,P.RECREACION,P013,
A007504,2020-12-10,P.GUSTOS,gustos,gustos_4760,P.GUSTOS4,-1022185.5,202012,especifico,,,,,P.GUSTOS,,P012
A007506,2020-12-11,P.MANUAL,manualidad,manualidad_16,P.MANUAL6,-3319.7255999999998,202012,especifico,,,,,P.MANUAL,,P009
A007507,2020-12-11,P.MANUAL,manualidad,manualidad_6,P.MANUAL1,-8536.4718,202012,especifico,,,,,P.MANUAL,,P009
A007508,2020-12-11,P.MANUAL,manualidad,manualidad_6,P.MANUAL6,-2544.4512,202012,especifico,,,,,P.MANUAL,,P009
A007509,2020-12-11,P.MANUAL,manualidad,manualidad_7,P.MANUAL9,-3530.718,202012,especifico,,,,,P.MANUAL,,P009
A007510,2020-12-11,P.MANUAL,manualidad,manualidad_12,P.MANUAL9,-499.1334,202012,especifico,,,,,P.MANUAL,,P009
A007511,2020-12-11,P.MANUAL,manualidad,"5.manualidad_17",P.MANUAL3,-1698.0282,202012,especifico,,,P005,,,,
A007512,2020-12-11,P.MANUAL,manualidad,manualidad_6,P.MANUAL2,-8324.6616,202012,especifico,,,,,P.MANUAL,,P009
A007513,2020-12-11,P.MANUAL,manualidad,"8.manualidad_12",P.MANUAL6,-9876.028199999999,202012,especifico,,,P008,,,,
A007514,2020-12-11,P.MANUAL,manualidad,"8.manualidad_8",P.MANUAL7,-9171.084599999998,202012,especifico,,,P008,,,,
A007515,2020-12-11,P.MANUAL,manualidad,manualidad_18,P.MANUAL4,-7690.866599999999,202012,especifico,,,,,P.MANUAL,,P009
A007517,2020-12-12,P.MANUAL,manualidad,manualidad_5,P.MANUAL10,-1415.8871999999997,202012,especifico,,,,,P.MANUAL,,P009
A007518,2020-12-12,P.MANUAL,manualidad,manualidad_4,P.MANUAL9,-2120.8307999999997,202012,especifico,,,,,P.MANUAL,,P009
A007519,2020-12-13,P.MANUAL,manualidad,"8.manualidad_20",P.MANUAL9,-25032.795000000002,202012,especifico,,,P008,,,,
A007530,2020-12-14,P.SALUD,necesidad,necesidad_19,P.SALUD3,-197406.0,202012,especifico,,,,,P.SALUD,,P014
A007551,2020-12-20,P.MANUAL,manualidad,manualidad_10,P.MANUAL1,-1698.0282,202012,especifico,,,,,P.MANUAL,,P009
A007552,2020-12-20,P.MANUAL,manualidad,manualidad_14,P.MANUAL3,-231.71279999999996,202012,especifico,,,,,P.MANUAL,,P009
A007553,2020-12-20,P.MANUAL,manualidad,manualidad_20,P.MANUAL5,-252.15779999999998,202012,especifico,,,,,P.MANUAL,,P009
A007554,2020-12-20,P.MANUAL,manualidad,manualidad_13,P.MANUAL9,-498.31559999999996,202012,especifico,,,,,P.MANUAL,,P009
A007555,2020-12-20,P.MANUAL,manualidad,manualidad_12,P.MANUAL8,-358.5,202012,especifico,,,,,P.MANUAL,,P009
A007563,2020-12-21,P.MANUAL,manualidad,manualidad_14,P.MANUAL2,-5645.548799999999,202012,especifico,,,,,P.MANUAL,,P009
A007564,2020-12-21,P.MANUAL,manualidad,manualidad_10,P.MANUAL4,-710.9435999999998,202012,especifico,,,,,P.MANUAL,,P009
A007572,2020-12-26,P.MANUAL,manualidad,manualidad_15,P.MANUAL5,-111.4962,202012,especifico,,,,,P.MANUAL,,P009
A007573,2020-12-26,P.MANUAL,manualidad,manualidad_2,P.MANUAL8,-41.1654,202012,especifico,,,,,P.MANUAL,,P009
A007574,2020-12-26,P.MANUAL,manualidad,manualidad_11,P.MANUAL7,-568.6464,202012,especifico,,,,,P.MANUAL,,P009
A007575,2020-12-26,P.MANUAL,manualidad,manualidad_10,P.MANUAL6,-76.3308,202012,especifico,,,,,P.MANUAL,,P009
A007576,2020-12-26,P.MANUAL,manualidad,manualidad_6,P.MANUAL3,-216.9924,202012,especifico,,,,,P.MANUAL,,P009
A007625,2021-01-10,P.FORMAL,necesidad,necesidad_4,P.FORMAL9,-464460.0,202101,especifico,,,,,P.FORMAL,P015,
A007784,2021-02-27,P.GUSTOS,gustos,"4.gustos_16",P.GUSTOS4,-94786.20000000001,202102,especifico,,,P004,,,,
A007811,2021-03-02,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION9,-36384.0,202103,especifico,,,,,P.RECREACION,P013,
A007831,2021-03-07,P.GUSTOS,gustos,"5.gustos_17",P.GUSTOS9,-1111155.09,202103,especifico,,,P005,,,,
A007836,2021-03-07,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION10,70494.0,202103,especifico,,,,,P.RECREACION,P013,
A007837,2021-03-07,P.RECREACION,regalo,regalo: nombre_8,P.RECREACION1,-197335.5,202103,especifico,,,,,P.RECREACION,P013,
A007838,2021-03-07,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION2,-36775.274999999994,202103,especifico,,,,,P.RECREACION,P013,
A007902,2021-03-23,P.SALUD,deuda,deuda: nombre_6,P.SALUD5,-3948006.0,202103,especifico,,,,,P.SALUD,,P014
A007905,2021-03-25,P.GUSTOS,gustos,gustos_4813,P.GUSTOS1,-14966.099999999999,202103,especifico,,,,,P.GUSTOS,,P012
A007906,2021-03-25,P.GUSTOS,gustos,gustos_4823,P.GUSTOS1,-19040.295000000002,202103,especifico,,,,,P.GUSTOS,,P012
A007907,2021-03-25,P.GUSTOS,gustos,"7.gustos_3",P.GUSTOS7,-23694.0,202103,especifico,,,P007,,,,
A007908,2021-03-25,P.GUSTOS,gustos,gustos_5038,P.GUSTOS6,-21085.5,202103,especifico,,,,,P.GUSTOS,,P012
A007914,2021-03-26,P.SALUD,deuda,deuda: nombre_8,P.SALUD6,-1410006.0,202103,especifico,,,,,P.SALUD,,P014
A007916,2021-03-29,P.FORMAL,transporte,transporte_19,P.FORMAL9,-40543.5,202103,especifico,,,,,P.FORMAL,P011,
A007917,2021-03-29,P.FORMAL,transporte,transporte_20,P.FORMAL6,-28206.0,202103,especifico,,,,,P.FORMAL,P011,
A007918,2021-03-29,P.FORMAL,transporte,transporte_1,P.FORMAL8,-28206.0,202103,especifico,,,,,P.FORMAL,P011,
A007919,2021-03-29,P.FORMAL,transporte,transporte_10,P.FORMAL1,-28206.0,202103,especifico,,,,,P.FORMAL,P011,
A007920,2021-03-29,P.FORMAL,transporte,transporte_4,P.FORMAL3,-21156.0,202103,especifico,,,,,P.FORMAL,P011,
A007921,2021-03-29,P.FORMAL,transporte,transporte_11,P.FORMAL5,-669756.0,202103,especifico,,,,,P.FORMAL,P011,
A007929,2021-04-03,P.GUSTOS,gustos,"7.gustos_11",P.GUSTOS1,-85122.06,202104,especifico,,,P007,,,,
A007948,2021-04-06,P.GUSTOS,gustos,"8.gustos_12",P.GUSTOS4,-847489.3200000001,202104,especifico,,,P008,,,,
A007981,2021-04-15,P.VIAJE,consumible,consumible_8122,P.VIAJE8,-21156.0,202104,especifico,V081,G054,,P051,,,
A007982,2021-04-15,P.VIAJE,consumible,consumible_8116,P.VIAJE4,-18336.0,202104,especifico,V081,G054,,P051,,,
A007983,2021-04-15,P.VIAJE,recreacion,recreacion_16,P.VIAJE6,-2121.0,202104,especifico,V081,G054,,P051,,,
A007990,2021-04-17,P.VIAJE,consumible,consumible_11598,P.VIAJE2,-2262.0,202104,especifico,V081,G054,,P051,,,
A007991,2021-04-17,P.VIAJE,transporte,transporte_11,P.VIAJE6,-19073.43,202104,especifico,V081,G054,,P051,,,
A007992,2021-04-17,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE10,-4165.5,202104,especifico,V081,G054,,P051,,,
A007993,2021-04-18,P.VIAJE,consumible,consumible_8666,P.VIAJE4,-32300.64,202104,especifico,V081,G054,,P051,,,
A007994,2021-04-18,P.VIAJE,consumible,consumible_10313,P.VIAJE7,-1521.75,202104,especifico,V081,G054,,P051,,,
A007995,2021-04-19,P.VIAJE,consumible,consumible_11595,P.VIAJE5,-2262.0,202104,especifico,V081,G054,,P051,,,
A007996,2021-04-19,P.VIAJE,transporte,transporte_10,P.VIAJE5,-31620.315,202104,especifico,V081,G054,,P051,,,
A008018,2021-04-25,P.GUSTOS,gustos,"8.gustos_4",P.GUSTOS9,-310135.5,202104,especifico,,,P008,,,,
A008025,2021-04-25,P.GUSTOS,gustos,"8.gustos_8",P.GUSTOS5,-84606.0,202104,especifico,,,P008,,,,
A008065,2021-05-06,P.FORMAL,educacion,educacion_5211,P.FORMAL4,-452616.0,202105,especifico,,,,,P.FORMAL,P064,
A008149,2021-05-24,P.GUSTOS,gustos,"6.gustos_18",P.GUSTOS10,-86099.895,202105,especifico,,,P006,,,,
A008150,2021-05-24,P.GUSTOS,gustos,"7.gustos_19",P.GUSTOS8,-1151663.685,202105,especifico,,,P007,,,,
A008151,2021-05-26,P.GUSTOS,gustos,"5.gustos_13",P.GUSTOS8,-173469.13499999998,202105,especifico,,,P005,,,,
A008152,2021-05-27,P.GUSTOS,gustos,"5.gustos_5",P.GUSTOS2,-10581.0,202105,especifico,,,P005,,,,
A008165,2021-05-28,P.FORMAL,transporte,transporte_7,P.FORMAL1,-184645.5,202105,especifico,,,,,P.FORMAL,P011,
A008166,2021-05-28,P.FORMAL,transporte,transporte_12,P.FORMAL3,24669.0,202105,especifico,,,,,P.FORMAL,P011,
A008167,2021-05-28,P.FORMAL,transporte,transporte_8,P.FORMAL3,-181120.5,202105,especifico,,,,,P.FORMAL,P011,
A008177,2021-05-28,P.FORMAL,transporte,transporte_1,P.FORMAL7,-35256.0,202105,especifico,,,,,P.FORMAL,P011,
A008210,2021-05-31,P.FORMAL,transporte,transporte_18,P.FORMAL3,-105756.0,202105,especifico,,,,,P.FORMAL,P011,
A008211,2021-05-31,P.FORMAL,transporte,transporte_4,P.FORMAL5,-45831.0,202105,especifico,,,,,P.FORMAL,P011,
A008228,2021-06-02,P.FORMAL,transporte,transporte_13,P.FORMAL6,184633.5,202106,especifico,,,,,P.FORMAL,P011,
A008230,2021-06-02,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION3,-70435.5,202106,especifico,,,,,P.RECREACION,P013,
A008231,2021-06-02,P.RECREACION,regalo,regalo: nombre_6,P.RECREACION4,-70435.5,202106,especifico,,,,,P.RECREACION,P013,
A008232,2021-06-02,P.RECREACION,regalo,regalo: nombre_6,P.RECREACION5,-42235.5,202106,especifico,,,,,P.RECREACION,P013,
A008255,2021-06-06,P.GUSTOS,gustos,"1.gustos_1",P.GUSTOS10,-19041.0,202106,especifico,,,P001,,,,
A008265,2021-06-11,P.FORMAL,necesidad,monedero,P.FORMAL4,-76639.5,202106,especifico,,,,,P.FORMAL,P015,
A008266,2021-06-11,P.FORMAL,necesidad,monedero,P.FORMAL1,-12267.359999999999,202106,especifico,,,,,P.FORMAL,P015,
A008302,2021-06-20,P.GUSTOS,gustos,"2.gustos_2",P.GUSTOS6,-42306.0,202106,especifico,,,P002,,,,
A008309,2021-06-26,P.GUSTOS,gustos,"2.gustos_18",P.GUSTOS1,-176195.37,202106,especifico,,,P002,,,,
A008359,2021-07-06,P.GUSTOS,gustos,"7.gustos_3",P.GUSTOS3,-33133.95,202107,especifico,,,P007,,,,
A008360,2021-07-06,P.GUSTOS,gustos,"2.gustos_14",P.GUSTOS5,-30029.13,202107,especifico,,,P002,,,,
A008370,2021-07-12,P.GUSTOS,gustos,"3.gustos_19",P.GUSTOS1,-35256.0,202107,especifico,,,P003,,,,
A008409,2021-07-20,P.GUSTOS,gustos,"5.gustos_9",P.GUSTOS7,-46677.0,202107,especifico,,,P005,,,,
A008434-1,2021-07-31,P.GUSTOS,gustos,"8.gustos_8",P.GUSTOS9,-26796.0,202107,especifico,,,P008,,,,
A008467,2021-08-11,P.GUSTOS,gustos,"5.gustos_1",P.GUSTOS9,-44102.340000000004,202108,especifico,,,P005,,,,
A008474,2021-08-13,P.GUSTOS,gustos,"6.gustos_6",P.GUSTOS4,-118446.0,202108,especifico,,,P006,,,,
A008514,2021-08-25,P.FORMAL,transporte,transporte_7,P.FORMAL10,-168501.0,202108,especifico,,,,,P.FORMAL,P011,
A008534,2021-08-31,P.FORMAL,transporte,transporte_8,P.FORMAL2,7044.0,202108,especifico,,,,,P.FORMAL,P011,
A008547,2021-09-05,P.RECREACION,regalo,regalo: nombre_14,P.RECREACION6,-156586.5,202109,especifico,,,,,P.RECREACION,P013,
A008564,2021-09-13,P.VIAJE,transporte,"4.transporte_4",P.VIAJE8,-129125.34,202109,especifico,V084,G057,P004,,,,
A008565,2021-09-13,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE7,-129125.34,202109,especifico,V084,G057,,P052,,,
A008566,2021-09-13,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE8,-129125.34,202109,especifico,V084,G057,,P052,,,
A008567,2021-09-13,P.VIAJE,regalo,regalo: nombre_11,P.VIAJE6,-129125.34,202109,especifico,V084,G057,,P052,,,
A008568,2021-09-13,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE9,-129125.34,202109,especifico,V084,G057,,P052,,,
A008578,2021-09-16,P.MANUAL,manualidad,manualidad_9,P.MANUAL9,-6984.795,202109,especifico,,,,,P.MANUAL,,P009
A008579,2021-09-16,P.MANUAL,manualidad,manualidad_12,P.MANUAL8,-20945.204999999998,202109,especifico,,,,,P.MANUAL,,P009
A008587,2021-09-20,P.MANUAL,manualidad,manualidad_2,P.MANUAL7,-2826.0,202109,especifico,,,,,P.MANUAL,,P009
A008588,2021-09-20,P.MANUAL,manualidad,manualidad_13,P.MANUAL9,-6210.0,202109,especifico,,,,,P.MANUAL,,P009
A008631,2021-10-05,P.VIAJE,evento,"4.evento_8",P.VIAJE9,-8832.6,202110,especifico,V084,G057,P004,,,,
A008632,2021-10-05,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE9,-8832.6,202110,especifico,V084,G057,,P052,,,
A008633,2021-10-05,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE6,-8832.6,202110,especifico,V084,G057,,P052,,,
A008634,2021-10-05,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE2,-8832.6,202110,especifico,V084,G057,,P052,,,
A008635,2021-10-05,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE10,-8832.6,202110,especifico,V084,G057,,P052,,,
A008643,2021-10-09,P.MANUAL,manualidad,manualidad_14,P.MANUAL1,-15798.0,202110,especifico,,,,,P.MANUAL,,P009
A008644,2021-10-09,P.MANUAL,manualidad,manualidad_3,P.MANUAL5,-22002.0,202110,especifico,,,,,P.MANUAL,,P009
A008645,2021-10-09,P.MANUAL,manualidad,manualidad_5,P.MANUAL9,-25386.0,202110,especifico,,,,,P.MANUAL,,P009
A008646,2021-10-09,P.MANUAL,manualidad,manualidad_12,P.MANUAL2,-5046.75,202110,especifico,,,,,P.MANUAL,,P009
A008647,2021-10-09,P.VIAJE,deuda,deuda: nombre_17,P.VIAJE3,-271636.86,202110,especifico,V084,G057,,P052,,,
A008674,2021-10-13,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE4,281994.0,202110,especifico,V084,G057,,P052,,,
A008682,2021-10-14,P.VIAJE,transporte,transporte_6,P.VIAJE2,-14458.5,202110,especifico,V088,G061,,P048,,,
A008701,2021-10-20,P.FORMAL,transporte,transporte_11,P.FORMAL7,-21156.0,202110,especifico,,,,,P.FORMAL,P011,
A008702,2021-10-20,P.FORMAL,transporte,transporte_3,P.FORMAL9,-126906.0,202110,especifico,,,,,P.FORMAL,P011,
A008703,2021-10-20,P.FORMAL,transporte,transporte_5,P.FORMAL9,-66981.0,202110,especifico,,,,,P.FORMAL,P011,
A008707,2021-10-22,P.VIAJE,consumible,consumible_8092,P.VIAJE8,-18336.0,202110,especifico,V083,G056,,P053,,,
A008708,2021-10-22,P.VIAJE,recreacion,recreacion_5,P.VIAJE7,-1839.0,202110,especifico,V083,G056,,P053,,,
A008709,2021-10-23,P.VIAJE,consumible,consumible_11592,P.VIAJE8,-2367.75,202110,especifico,V083,G056,,P053,,,
A008710,2021-10-23,P.VIAJE,transporte,transporte_12,P.VIAJE7,-29384.760000000002,202110,especifico,V083,G056,,P053,,,
A008711,2021-10-23,P.VIAJE,transporte,transporte: nombre_12,P.VIAJE7,-7056.0,202110,especifico,V083,G056,,P053,,,
A008712,2021-10-23,P.VIAJE,consumible,consumible_8169,P.VIAJE1,-6067.59,202110,especifico,V083,G056,,P053,,,
A008713,2021-10-23,P.VIAJE,consumible,consumible_8404,P.VIAJE6,-9876.0,202110,especifico,V083,G056,,P053,,,
A008714,2021-10-23,P.VIAJE,consumible,consumible_8216,P.VIAJE4,-4588.5,202110,especifico,V083,G056,,P053,,,
A008715,2021-10-23,P.VIAJE,consumible,consumible_10372,P.VIAJE8,-9171.0,202110,especifico,V083,G056,,P053,,,
A008716,2021-10-23,P.VIAJE,recreacion,recreacion_6,P.VIAJE8,-2473.5,202110,especifico,V083,G056,,P053,,,
A008717,2021-10-23,P.VIAJE,consumible,consumible_10770,P.VIAJE10,-2818.95,202110,especifico,V083,G056,,P053,,,
A008718,2021-10-23,P.VIAJE,consumible,consumible_8450,P.VIAJE10,-7042.6050000000005,202110,especifico,V083,G056,,P053,,,
A008719,2021-10-23,P.VIAJE,consumible,consumible_9944,P.VIAJE6,-3141.1349999999998,202110,especifico,V083,G056,,P053,,,
A008720,2021-10-23,P.VIAJE,consumible,consumible_10532,P.VIAJE8,-3523.95,202110,especifico,V083,G056,,P053,,,
A008721,2021-10-23,P.VIAJE,consumible,consumible_10707,P.VIAJE3,-2536.95,202110,especifico,V083,G056,,P053,,,
A008722,2021-10-23,P.VIAJE,consumible,consumible_11589,P.VIAJE1,-2474.9100000000003,202110,especifico,V083,G056,,P053,,,
A008723,2021-10-24,P.VIAJE,consumible,consumible_9727,P.VIAJE3,-3178.5,202110,especifico,V083,G056,,P053,,,
A008724,2021-10-24,P.VIAJE,consumible,consumible_9725,P.VIAJE5,-3178.5,202110,especifico,V083,G056,,P053,,,
A008725,2021-10-24,P.VIAJE,consumible,consumible_11509,P.VIAJE1,-1416.0,202110,especifico,V083,G056,,P053,,,
A008726,2021-10-24,P.VIAJE,consumible,consumible_10236,P.VIAJE4,-2121.0,202110,especifico,V083,G056,,P053,,,
A008736,2021-10-29,P.VIAJE,recreacion,recreacion_9,P.VIAJE3,-6139.5,202110,especifico,V084,G057,,P052,,,
A008737,2021-10-29,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE1,-6139.5,202110,especifico,V084,G057,,P052,,,
A008738,2021-10-29,P.VIAJE,regalo,regalo: nombre_15,P.VIAJE2,-6139.5,202110,especifico,V084,G057,,P052,,,
A008739,2021-10-29,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE3,-6139.5,202110,especifico,V084,G057,,P052,,,
A008740,2021-10-29,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE4,-6139.5,202110,especifico,V084,G057,,P052,,,
A008741,2021-10-29,P.VIAJE,consumible,consumible_8133,P.VIAJE7,-2050.5,202110,especifico,V084,G057,,P052,,,
A008742,2021-10-29,P.VIAJE,consumible,consumible_10094,P.VIAJE6,-2121.0,202110,especifico,V084,G057,,P052,,,
A008744,2021-10-30,P.VIAJE,gustos,gustos_5182,P.VIAJE8,-1063.5,202110,especifico,V084,G057,,P052,,,
A008745,2021-10-30,P.VIAJE,transporte,transporte_1,P.VIAJE7,-67883.4,202110,especifico,V084,G057,,P052,,,
A008746,2021-10-30,P.VIAJE,gustos,gustos_5593,P.VIAJE7,-33803.7,202110,especifico,V084,G057,,P052,,,
A008747,2021-10-30,P.VIAJE,consumible,consumible_8309,P.VIAJE1,-56406.0,202110,especifico,V084,G057,,P052,,,
A008748,2021-10-30,P.VIAJE,consumible,consumible_11754,P.VIAJE6,-10581.0,202110,especifico,V084,G057,,P052,,,
A008749,2021-10-30,P.VIAJE,consumible,consumible_11411,P.VIAJE9,-7056.0,202110,especifico,V084,G057,,P052,,,
A008750,2021-10-30,P.VIAJE,consumible,consumible_9836,P.VIAJE4,-2826.0,202110,especifico,V084,G057,,P052,,,
A008751,2021-10-30,P.VIAJE,recreacion,recreacion_7,P.VIAJE9,-1909.5,202110,especifico,V084,G057,,P052,,,
A008752,2021-10-31,P.VIAJE,gustos,"3.gustos_3",P.VIAJE4,-18512.25,202110,especifico,V084,G057,P003,,,,
A008753,2021-10-31,P.VIAJE,evento,evento_5640,P.VIAJE10,-10581.0,202110,especifico,V084,G057,,P052,,,
A008754,2021-10-31,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE5,-10581.0,202110,especifico,V084,G057,,P052,,,
A008755,2021-10-31,P.VIAJE,regalo,regalo: nombre_14,P.VIAJE6,-10581.0,202110,especifico,V084,G057,,P052,,,
A008756,2021-10-31,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE7,-10581.0,202110,especifico,V084,G057,,P052,,,
A008757,2021-10-31,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE8,-10581.0,202110,especifico,V084,G057,,P052,,,
A008758,2021-10-31,P.VIAJE,transporte,transporte_20,P.VIAJE6,-37917.375,202110,especifico,V084,G057,,P052,,,
A008759,2021-10-31,P.VIAJE,consumible,consumible_8097,P.VIAJE3,-1557.0,202110,especifico,V084,G057,,P052,,,
A008778,2021-11-04,P.GUSTOS,gustos,"4.gustos_8",P.GUSTOS10,-1057435.5,202111,especifico,,,P004,,,,
A008791,2021-11-10,P.GUSTOS,gustos,"8.gustos_8",P.GUSTOS10,-1057435.5,202111,especifico,,,P008,,,,
A008794,2021-11-12,P.GUSTOS,gustos,"5.gustos_9",P.GUSTOS5,1057423.5,202111,especifico,,,P005,,,,
A008796,2021-11-13,P.MANUAL,manualidad,manualidad_9,P.MANUAL1,-9100.5,202111,especifico,,,,,P.MANUAL,,P009
A008797,2021-11-13,P.MANUAL,manualidad,manualidad_12,P.MANUAL1,-852.0,202111,especifico,,,,,P.MANUAL,,P009
A008798,2021-11-13,P.MANUAL,manualidad,manualidad_11,P.MANUAL10,-1134.0,202111,especifico,,,,,P.MANUAL,,P009
A008799,2021-11-13,P.MANUAL,manualidad,manualidad_13,P.MANUAL10,-11497.5,202111,especifico,,,,,P.MANUAL,,P009
A008800,2021-11-13,P.MANUAL,manualidad,manualidad_18,P.MANUAL3,-3460.5,202111,especifico,,,,,P.MANUAL,,P009
A008801,2021-11-13,P.MANUAL,manualidad,"2.manualidad_2",P.MANUAL9,-22213.5,202111,especifico,,,P002,,,,
A008841,2021-11-20,P.MANUAL,manualidad,manualidad_8,P.MANUAL3,-2473.5,202111,especifico,,,,,P.MANUAL,,P009
A008842,2021-11-20,P.MANUAL,manualidad,manualidad_8,P.MANUAL5,-1980.0,202111,especifico,,,,,P.MANUAL,,P009
A008843,2021-11-20,P.MANUAL,manualidad,manualidad_16,P.MANUAL10,-18688.5,202111,especifico,,,,,P.MANUAL,,P009
A008873,2021-11-28,P.SALUD,deuda,deuda: nombre_9,P.SALUD7,5357994.0,202111,especifico,,,,,P.SALUD,,P014
A008878,2021-11-29,P.RECREACION,regalo,regalo: nombre_8,P.RECREACION7,-70911.375,202111,especifico,,,,,P.RECREACION,P013,
A008883,2021-11-30,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION8,-10510.5,202111,especifico,,,,,P.RECREACION,P013,
A008884,2021-11-30,P.GUSTOS,necesidad,"6.necesidad_2",P.GUSTOS4,-71845.5,202111,especifico,,,P006,,,,
A008899,2021-12-02,P.MANUAL,manualidad,manualidad_20,P.MANUAL5,-10581.0,202112,especifico,,,,,P.MANUAL,,P009
A008900,2021-12-02,P.MANUAL,manualidad,manualidad_14,P.MANUAL8,-16855.5,202112,especifico,,,,,P.MANUAL,,P009
A008901,2021-12-02,P.GUSTOS,gustos,"1.gustos_9",P.GUSTOS1,-169206.0,202112,especifico,,,P001,,,,
A008902,2021-12-02,P.GUSTOS,gustos,"3.gustos_7",P.GUSTOS6,-112806.0,202112,especifico,,,P003,,,,
A008904,2021-12-02,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION7,-21156.0,202112,especifico,,,,,P.RECREACION,P013,
A008905,2021-12-02,P.RECREACION,regalo,regalo: nombre_8,P.RECREACION3,-21156.0,202112,especifico,,,,,P.RECREACION,P013,
A008906,2021-12-02,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION5,-21156.0,202112,especifico,,,,,P.RECREACION,P013,
A008911,2021-12-02,P.MANUAL,manualidad,manualidad_17,P.MANUAL1,16138.5,202112,especifico,,,,,P.MANUAL,,P009
A008915,2021-12-03,P.GUSTOS,gustos,"3.gustos_11",P.GUSTOS2,-174846.0,202112,especifico,,,P003,,,,
A008930,2021-12-04,P.RECREACION,regalo,regalo: nombre_18,P.RECREACION9,-32259.75,202112,especifico,,,,,P.RECREACION,P013,
A008931,2021-12-04,P.RECREACION,regalo,regalo: nombre_5,P.RECREACION10,-32259.75,202112,especifico,,,,,P.RECREACION,P013,
A008932,2021-12-04,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION1,-32259.75,202112,especifico,,,,,P.RECREACION,P013,
A008943,2021-12-06,P.RECREACION,regalo,regalo: nombre_10,P.RECREACION2,-42024.0,202112,especifico,,,,,P.RECREACION,P013,
A008950,2021-12-08,P.MANUAL,manualidad,manualidad_15,P.MANUAL9,16843.5,202112,especifico,,,,,P.MANUAL,,P009
A008954,2021-12-11,P.GUSTOS,gustos,"7.gustos_7",P.GUSTOS8,-176256.0,202112,especifico,,,P007,,,,
A008958,2021-12-14,P.GUSTOS,gustos,"7.gustos_19",P.GUSTOS5,-71563.5,202112,especifico,,,P007,,,,
A008966,2021-12-16,P.GUSTOS,gustos,"2.gustos_6",P.GUSTOS2,-76710.0,202112,especifico,,,P002,,,,
A008972,2021-12-17,P.MANUAL,manualidad,"4.manualidad_8",P.MANUAL8,-56899.5,202112,especifico,,,P004,,,,
A008973,2021-12-17,P.MANUAL,manualidad,manualidad_20,P.MANUAL3,-10228.5,202112,especifico,,,,,P.MANUAL,,P009
A008974,2021-12-17,P.MANUAL,manualidad,manualidad_8,P.MANUAL8,-18195.0,202112,especifico,,,,,P.MANUAL,,P009
A008975,2021-12-17,P.MANUAL,manualidad,manualidad_8,P.MANUAL1,-4236.0,202112,especifico,,,,,P.MANUAL,,P009
A008976,2021-12-17,P.MANUAL,manualidad,manualidad_5,P.MANUAL6,-1557.0,202112,especifico,,,,,P.MANUAL,,P009
A008977,2021-12-17,P.MANUAL,manualidad,manualidad_10,P.MANUAL9,-2473.5,202112,especifico,,,,,P.MANUAL,,P009
A008978,2021-12-17,P.MANUAL,manualidad,manualidad_20,P.MANUAL5,-10863.0,202112,especifico,,,,,P.MANUAL,,P009
A008979,2021-12-17,P.MANUAL,manualidad,manualidad_10,P.MANUAL6,-2755.5,202112,especifico,,,,,P.MANUAL,,P009
A008983,2021-12-18,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION3,-8466.0,202112,especifico,,,,,P.RECREACION,P013,
A008985,2021-12-20,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE9,-17983.5,202112,especifico,V085,G058,,P054,,,
A008986,2021-12-20,P.VIAJE,transporte,transporte_9,P.VIAJE10,-17983.5,202112,especifico,V085,G058,,P054,,,
A008995,2021-12-22,P.RECREACION,regalo,regalo: nombre_12,P.RECREACION4,-28911.0,202112,especifico,,,,,P.RECREACION,P013,
