"id","tipo_razon_uso","grupo_viaje","id_presupuesto"
A009472,especifico,G059,P056
A009473,especifico,G059,P056
A009474,especifico,G059,P056
A009475,especifico,G059,P056
A009476,especifico,G059,P056
A009477,especifico,G059,P056
A009478,especifico,G059,P056
A009479,especifico,G059,P056
A009480,especifico,G059,P056
A009481,especifico,G059,P056
A009482,especifico,G059,P056
A009483,especifico,G059,P056
A009486,especifico,G059,P056
A009487,especifico,G059,P056
A009488,regular,,
A009489,especifico,G059,P056
A009490,especifico,G059,P056
A009491,especifico,G059,P056
A009492,especifico,G059,P056
A009493,especifico,G059,P056
A009494,especifico,G059,P056
A009495,especifico,G059,P056
A009496,especifico,G059,P056
A009497,especifico,G059,P056
A009498,especifico,G059,P056
A009499,especifico,G059,P056
A009500,especifico,G059,P056
A009501,especifico,G059,P056
A009502,especifico,G059,P056
A009503,especifico,G059,P056
A009504,especifico,G059,P056
A009505,especifico,G059,P056
A009506,especifico,G059,P056
A009507,especifico,G059,P056
A009508,especifico,G059,P056
A009509,especifico,G059,P056
A009510,especifico,G059,P056
A009511,especifico,G059,P056
A009512,especifico,G059,P056
A009513,especifico,G059,P056
A009514,especifico,G059,P056
A009515,especifico,G059,P056
A009516,especifico,G059,P056
A009517,especifico,G059,P056
A009518,especifico,G059,P056
A009519,especifico,G059,P056
A009520,especifico,G059,P056
A009521,especifico,G059,P056
A009522,especifico,G059,P056
A009523,especifico,G059,P056
A009524,especifico,G059,P056
A009525,especifico,G059,P056
A009526,especifico,G059,P056
A009527,especifico,G059,P056
A009528,regular,,
A009529,regular,,
A009530,regular,,
A009531,regular,,
A009532,regular,,
A009533,regular,,
A009535,regular,,
A009536,regular,,
A009537,regular,,
A009538,regular,,
A009539,regular,,
A009540,regular,,
A009541,regular,,
A009542,regular,,
A009543,regular,,
A009544,regular,,
A009545,regular,,
A009546,regular,,
A009547,regular,,
A009548,regular,,
A009549,regular,,
A009550,especifico,,P014
A009551,regular,,
A009552,regular,,
A009553,especifico,,P014
A009554,regular,,
A009555,regular,,
A009556,regular,,
A009557,regular,,
A009558,regular,,
A009559,regular,,
A009560,regular,,
A009561,regular,,
A009562,regular,,
A009563,regular,,
A009564,regular,,
A009565,regular,,
A009566,regular,,
A009567,especifico,,P015
A009568,especifico,,P015
A009570,regular,,
A009571,regular,,
A009572,regular,,
A009573,regular,,
A009574,regular,,
A009575,regular,,
A009576,regular,,
A009577,regular,,
A009578,regular,,
A009579,regular,,
A009580,regular,,
A009581,regular,,
A009582,regular,,
A009583,regular,,
A009584,regular,,
A009585,regular,,
A009586,regular,,
A009587,especifico,,P011
A009588,especifico,,P011
A009594,regular,,
A009595,especifico,,P011
A009596,especifico,,P011
A009597,regular,,
A009598,regular,,
A009599,regular,,
A009600,regular,,
A009601,regular,,
A009602,regular,,
A009603,regular,,
A009604,regular,,
A009605,regular,,
A009606,regular,,
A009607,regular,,
A009608,regular,,
A009609,regular,,
A009610,regular,,
A009611,regular,,
A009612,regular,,
A009613,regular,,
A009614,regular,,
A009617,especifico,G060,P057
A009618,regular,,
A009620,regular,,
A009621,regular,,
A009622,regular,,
A009623,regular,,
A009627,regular,,
A009628,regular,,
A009629,regular,,
A009630,regular,,
A009633,regular,,
A009636,regular,,
A009637,regular,,
A009638,regular,,
A009639,regular,,
A009640,regular,,
A009641,regular,,
A009644,especifico,G060,P057
A009645,regular,,
A009649,regular,,
A009650,regular,,
A009651,especifico,G060,P057
A009652,regular,,
A009653,regular,,
A009654,regular,,
A009655,regular,,
A009656,regular,,
A009659,especifico,G060,P057
A009660,especifico,G060,P057
A009661,especifico,G060,P057
A009662,especifico,G060,P057
A009663,especifico,G060,P057
A009664,especifico,G060,P057
A009665,especifico,G060,P057
A009666,especifico,G060,P057
A009667,especifico,G060,P057
A009668,especifico,G060,P057
A009669,especifico,G060,P057
A009670,especifico,G060,P057
A009671,especifico,G060,P057
A009672,especifico,G060,P057
A009673,especifico,G060,P057
A009674,especifico,G060,P057
A009675,especifico,G060,P057
A009676,especifico,G060,P057
A009677,especifico,G060,P057
A009678,especifico,G060,P057
A009679,especifico,G060,P057
A009680,especifico,G060,P057
A009681,especifico,G060,P057
A009682,especifico,G060,P057
A009683,especifico,G060,P057
A009684,especifico,G060,P057
A009685,especifico,G060,P057
A009688,especifico,G060,P057
A009689,especifico,G060,P057
A009690,especifico,G060,P057
A009691,especifico,G060,P057
A009692,especifico,G060,P057
A009693,especifico,G060,P057
A009697,regular,,
A009698,regular,,
A009699,regular,,
A009702,regular,,
A009703,especifico,,P013
A009704,regular,,
A009705,regular,,
A009706,regular,,
A009707,regular,,
A009708,regular,,
A009709,regular,,
A009710,regular,,
A009711,regular,,
A009712,regular,,
A009713,regular,,
A009714,regular,,
A009715,regular,,
A009716,regular,,
A009717,regular,,
A009718,regular,,
A009719,regular,,
A009720,regular,,
A009721,regular,,
A009722,regular,,
A009723,regular,,
A009724,regular,,
A009731,regular,,
A009732,regular,,
A009733,regular,,
A009734,regular,,
A009735,regular,,
A009736,regular,,
A009737,regular,,
A009738,regular,,
A009739,regular,,
A009740,regular,,
A009741,regular,,
A009742,regular,,
A009743,regular,,
A009744,regular,,
A009745,regular,,
A009746,regular,,
A009747,regular,,
A009751,regular,,
A009752,especifico,G061,P048
A009753,regular,,
A009756,regular,,
A009757,regular,,
A009758,especifico,,P015
A009761,regular,,
A009762,especifico,G061,P048
A009763,especifico,G061,P048
A009764,especifico,G061,P048
A009765,especifico,G061,P048
A009766,especifico,G061,P048
A009767,especifico,G061,P048
A009768,especifico,G061,P048
A009769,especifico,G061,P048
A009770,especifico,G061,P048
A009771,especifico,G061,P048
A009772,especifico,G061,P048
A009773,especifico,G061,P048
A009774,especifico,G061,P048
A009775,especifico,G061,P048
A009776,especifico,G061,P048
A009777,especifico,G061,P048
A009778,especifico,G061,P048
A009779,especifico,G061,P048
A009780,especifico,G061,P048
A009781,especifico,G061,P048
A009782,especifico,G061,P048
A009783,regular,,
A009784,especifico,G061,P048
A009785,especifico,G061,P048
A009786,especifico,G061,P048
A009787,especifico,G061,P048
A009788,especifico,G061,P048
A009789,especifico,G061,P048
A009790,especifico,G061,P048
A009791,especifico,G061,P048
A009792,especifico,G061,P048
A009793,especifico,G061,P048
A009794,especifico,G061,P048
A009795,especifico,G061,P048
A009796,especifico,G061,P048
A009797,especifico,G061,P048
A009798,especifico,G061,P048
A009801,especifico,G061,P048
A009802,especifico,G061,P048
A009803,especifico,G061,P048
A009804,especifico,G061,P048
A009805,especifico,G061,P048
A009806,especifico,G061,P048
A009809,especifico,G061,P048
A009810,regular,,
A009811,regular,,
A009812,regular,,
A009813,regular,,
A009814,regular,,
A009815,regular,,
A009816,regular,,
A009817,regular,,
A009818,regular,,
A009819,regular,,
A009820,regular,,
A009821,regular,,
A009822,regular,,
A009823,regular,,
A009824,regular,,
A009825,regular,,
A009826,regular,,
A009827,regular,,
A009828,regular,,
A009829,regular,,
A009830,regular,,
A009831,regular,,
A009832,regular,,
A009833,regular,,
A009834,regular,,
A009835,regular,,
A009836,regular,,
A009837,regular,,
A009838,regular,,
A009839,regular,,
A009840,regular,,
A009841,regular,,
A009842,regular,,
A009843,regular,,
A009844,regular,,
A009845,regular,,
A009846,regular,,
A009847,regular,,
A009848,regular,,
A009849,regular,,
A009850,regular,,
A009851,regular,,
A009852,regular,,
A009853,regular,,
A009854,regular,,
A009855,regular,,
A009856,regular,,
A009857,regular,,
A009858,regular,,
A009859,regular,,
A009860,regular,,
A009861,regular,,
A009862,regular,,
A009863,regular,,
A009864,regular,,
A009865,regular,,
A009866,regular,,
A009867,regular,,
A009868,regular,,
A009869,regular,,
A009870,regular,,
A009871,regular,,
A009872,regular,,
A009873,regular,,
A009874,regular,,
A009875,regular,,
A009876,regular,,
A009877,regular,,
A009878,regular,,
A009879,regular,,
A009880,regular,,
A009881,regular,,
A009882,regular,,
A009883,regular,,
A009884,regular,,
A009885,regular,,
A009886,regular,,
A009887,regular,,
A009888,regular,,
A009889,regular,,
A009890,regular,,
A009891,regular,,
A009892,regular,,
A009893,regular,,
A009894,regular,,
A009895,regular,,
A009896,regular,,
A009897,regular,,
A009898,regular,,
A009899,regular,,
A009900,regular,,
A009901,regular,,
A009902,regular,,
A009903,regular,,
A009904,regular,,
A009905,regular,,
A009906,regular,,
A009907,regular,,
A009908,regular,,
A009909,regular,,
A009910,regular,,
A009911,regular,,
A009912,regular,,
A009913,regular,,
A009914,regular,,
A009915,regular,,
A009916,regular,,
A009917,regular,,
A009918,regular,,
A009919,regular,,
A009920,regular,,
A009921,regular,,
A009922,regular,,
A009923,regular,,
A009924,regular,,
A009925,regular,,
A009926,regular,,
A009927,regular,,
A009928,regular,,
A009929,regular,,
A009930,regular,,
A009931,regular,,
A009932,regular,,
A009933,regular,,
A009934,regular,,
A009935,regular,,
A009936,regular,,
A009937,regular,,
A009938,regular,,
A009939,regular,,
A009940,regular,,
A009941,regular,,
A009942,regular,,
A009943,especifico,,P012
A009944,especifico,,P012
A009945,regular,,
A009946,regular,,
A009947,regular,,
A009948,regular,,
A009949,regular,,
A009950,regular,,
A009951,regular,,
A009952,regular,,
A009953,regular,,
A009954,regular,,
A009955,regular,,
A009956,regular,,
A009957,regular,,
A009958,regular,,
A009959,regular,,
A009960,regular,,
A009961,regular,,
A009962,regular,,
A009963,regular,,
A009964,regular,,
A009965,regular,,
A009966,regular,,
A009967,regular,,
A009968,regular,,
A009969,regular,,
A009970,regular,,
A009971,regular,,
A009972,regular,,
A009973,regular,,
A009974,regular,,
A009975,regular,,
A009976,regular,,
A009977,regular,,
A009978,regular,,
A009979,regular,,
A009980,regular,,
A009981,regular,,
A009982,regular,,
A009983,regular,,
A009984,regular,,
A009985,regular,,
A009986,regular,,
A009987,regular,,
A009988,regular,,
A009989,regular,,
A009990,regular,,
A009991,regular,,
A009992,regular,,
A009993,regular,,
A009994,regular,,
A009995,regular,,
A009996,regular,,
A009997,regular,,
A009998,regular,,
A009999,regular,,
A010000,regular,,
A010001,regular,,
A010002,regular,,
A010003,regular,,
A010004,regular,,
A010005,regular,,
A010006,especifico,,P027
A010007,especifico,,P027
A010008,especifico,,P027
A010009,especifico,,P027
A010010,especifico,,P027
A010011,especifico,,P027
A010012,especifico,,P027
A010013,especifico,,P027
A010014,especifico,,P027
A010015,especifico,,P027
A010016,especifico,,P027
A010017,especifico,,P027
A010018,especifico,,P027
A010019,especifico,,P027
A010020,especifico,,P027
A010021,especifico,,P027
A010022,especifico,,P027
A010023,especifico,,P027
A010024,especifico,,P006
A010025,especifico,,P027
A010026,especifico,,P027
A010027,especifico,,P027
A010028,especifico,,P027
A010029,especifico,,P027
A010030,especifico,,P027
A010031,especifico,,P027
A010032,especifico,,P027
A010033,especifico,,P027
A010034,especifico,,P027
A010035,especifico,,P027
A010036,especifico,,P027
A010037,especifico,,P027
A010038,especifico,,P027
A010039,especifico,,P027
A010040,especifico,,P027
A010041,especifico,,P027
A010042,especifico,,P027
A010043,especifico,,P027
A010044,especifico,,P027
A010045,especifico,,P001
A010046,especifico,,P007
A010047,especifico,,P027
A010048,regular,,
A010049,regular,,
A010050,regular,,
A010051,regular,,
A010052,regular,,
A010053,regular,,
A010054,regular,,
A010055,regular,,
A010056,regular,,
A010057,regular,,
A010058,regular,,
A010059,regular,,
A010060,regular,,
A010061,regular,,
A010062,regular,,
A010063,regular,,
A010064,regular,,
A010065,regular,,
A010066,regular,,
A010067,regular,,
A010068,regular,,
A010069,regular,,
A010070,regular,,
A010071,regular,,
A010072,regular,,
A010073,regular,,
A010074,regular,,
A010075,regular,,
A010076,regular,,
A010077,regular,,
A010078,regular,,
A010079,regular,,
A010080,regular,,
A010081,regular,,
A010082,regular,,
A010083,regular,,
A010084,regular,,
A010085,regular,,
A010086,regular,,
A010087,regular,,
A010088,regular,,
A010089,regular,,
A010090,regular,,
A010091,regular,,
A010092,regular,,
A010093,regular,,
A010094,regular,,
A010095,regular,,
A010096,regular,,
A010097,regular,,
A010098,regular,,
A010099,regular,,
A010100,regular,,
A010101,especifico,G063,P055
A010102,regular,,
A010103,regular,,
A010104,regular,,
A010105,regular,,
A010106,regular,,
A010107,regular,,
A010108,regular,,
A010109,regular,,
A010110,regular,,
A010111,regular,,
A010112,regular,,
A010113,regular,,
A010114,regular,,
A010115,regular,,
A010116,regular,,
A010117,regular,,
A010118,regular,,
A010119,regular,,
A010120,regular,,
A010121,regular,,
A010122,regular,,
A010123,regular,,
A010124,regular,,
A010125,regular,,
A010126,regular,,
A010127,regular,,
A010128,regular,,
A010129,regular,,
A010130,regular,,
A010131,regular,,
A010132,regular,,
A010133,regular,,
A010134,regular,,
A010135,regular,,
A010136,regular,,
A010137,regular,,
A010138,regular,,
A010139,regular,,
A010140,regular,,
A010141,especifico,,P007
A010142,especifico,G063,P055
A010143,especifico,G063,P055
A010146,regular,,
A010147,regular,,
A010148,regular,,
A010149,regular,,
A010150,regular,,
A010151,regular,,
A010152,regular,,
A010153,regular,,
A010154,regular,,
A010155,regular,,
A010156,regular,,
A010157,regular,,
A010158,regular,,
A010159,regular,,
A010160,regular,,
A010161,regular,,
A010162,especifico,G062,P058
A010163,especifico,G062,P058
A010164,especifico,G062,P058
A010165,especifico,G062,P058
A010166,especifico,G062,P058
A010167,especifico,G062,P058
A010168,especifico,G062,P058
A010169,especifico,G062,P058
A010170,especifico,G062,P058
A010171,especifico,G062,P058
A010172,especifico,G062,P058
A010173,especifico,G062,P058
A010174,especifico,G062,P058
A010175,especifico,G062,P058
A010176,especifico,G062,P058
A010177,especifico,G062,P058
A010178,especifico,G062,P058
A010179,especifico,G062,P058
A010180,especifico,G062,P058
A010181,especifico,G062,P058
A010182,especifico,G062,P058
A010183,especifico,G062,P058
A010184,especifico,G062,P058
A010185,especifico,G062,P058
A010186,especifico,G062,P058
A010187,especifico,G062,P058
A010188,especifico,G062,P058
A010189,especifico,G062,P058
A010190,especifico,G062,P058
A010191,especifico,G062,P058
A010192,especifico,G062,P058
A010193,especifico,G062,P058
A010194,especifico,G062,P058
A010195,especifico,G062,P058
A010196,especifico,G062,P058
A010197,regular,,
A010198,regular,,
A010199,regular,,
A010200,regular,,
A010201,regular,,
A010204,regular,,
A010205,regular,,
A010206,regular,,
A010207,regular,,
A010208,regular,,
A010209,regular,,
A010210,regular,,
A010211,regular,,
A010212,regular,,
A010213,regular,,
A010214,regular,,
A010215,regular,,
A010216,regular,,
A010217,regular,,
A010218,regular,,
A010219,regular,,
A010220,regular,,
A010221,regular,,
A010222,regular,,
A010223,regular,,
A010224,regular,,
A010225,regular,,
A010226,regular,,
A010227,regular,,
A010228,regular,,
A010229,regular,,
A010230,regular,,
A010231,regular,,
A010234,regular,,
A010237,regular,,
A010238,regular,,
A010239,regular,,
A010243,regular,,
A010244,regular,,
A010245,regular,,
A010246,regular,,
A010247,regular,,
A010248,regular,,
A010249,regular,,
A010250,regular,,
A010251,regular,,
A010252,regular,,
A010253,regular,,
A010254,regular,,
A010255,regular,,
A010256,regular,,
A010257,regular,,
A010258,regular,,
A010259,regular,,
A010260,especifico,,P012
A010261,especifico,,P012
A010262,especifico,,P012
A010263,regular,,
A010264,regular,,
A010265,regular,,
A010266,regular,,
A010267,regular,,
A010268,regular,,
A010269,regular,,
A010270,regular,,
A010271,regular,,
A010272,regular,,
A010273,regular,,
A010274,regular,,
A010275,regular,,
A010276,regular,,
A010277,regular,,
A010278,regular,,
A010279,regular,,
A010280,regular,,
A010281,regular,,
A010282,regular,,
A010283,regular,,
A010284,regular,,
A010285,especifico,G063,P055
A010286,regular,,
A010287,regular,,
A010288,especifico,G063,P055
A010289,especifico,G063,P055
A010290,especifico,G063,P055
A010291,especifico,G063,P055
A010292,especifico,G063,P055
A010293,especifico,G063,P055
A010294,especifico,G063,P055
A010295,especifico,G063,P055
A010296,especifico,G063,P055
A010297,especifico,G063,P055
A010298,especifico,G063,P055
A010299,especifico,G063,P055
A010300,especifico,G063,P055
A010301,especifico,G063,P055
A010302,especifico,G063,P055
A010303,especifico,G063,P055
A010304,especifico,G063,P055
A010305,especifico,G063,P055
A010306,especifico,G063,P055
A010307,especifico,G063,P055
A010308,especifico,G063,P055
A010309,especifico,G063,P005
A010310,especifico,G063,P001
A010311,especifico,G063,P008
A010312,especifico,G063,P004
A010313,especifico,G063,P055
A010314,especifico,G063,P055
A010315,especifico,G063,P055
A010316,especifico,G063,P055
A010317,regular,,
A010318,especifico,G063,P055
A010319,especifico,G063,P055
A010320,especifico,G063,P055
A010321,especifico,G063,P055
A010322,especifico,G063,P055
A010323,especifico,G063,P055
A010324,especifico,G063,P055
A010325,especifico,G063,P055
A010326,especifico,G063,P055
A010327,regular,,
A010328,regular,,
A010329,regular,,
A010330,regular,,
A010331,regular,,
A010332,regular,,
A010333,regular,,
A010334,regular,,
A010335,regular,,
A010336,regular,,
A010337,regular,,
A010338,regular,,
A010339,regular,,
A010340,regular,,
A010341,regular,,
A010342,regular,,
A010343,regular,,
A010344,regular,,
A010345,regular,,
A010346,regular,,
A010347,regular,,
A010348,regular,,
A010349,regular,,
A010351,regular,,
A010352,regular,,
A010353,regular,,
A010354,regular,,
A010355,regular,,
A010356,regular,,
A010357,regular,,
A010358,regular,,
A010359,regular,,
A010360,regular,,
A010361,regular,,
A010362,regular,,
A010363,regular,,
A010364,regular,,
A010365,regular,,
A010366,regular,,
A010367,regular,,
A010368,regular,,
A010369,regular,,
A010370,regular,,
A010371,regular,,
A010372,regular,,
A010373,regular,,
A010374,regular,,
A010375,regular,,
A010376,regular,,
A010377,regular,,
A010378,regular,,
A010379,regular,,
A010380,regular,,
A010381,regular,,
A010382,regular,,
A010383,regular,,
A010384,regular,,
A010385,regular,,
A010386,regular,,
A010387,regular,,
A010388,regular,,
A010389,regular,,
A010390,especifico,G064,P049
A010391,especifico,G064,P049
A010392,regular,,
A010393,regular,,
A010394,regular,,
A010395,regular,,
A010396,regular,,
A010397,regular,,
A010398,regular,,
A010399,regular,,
A010400,regular,,
A010401,regular,,
A010402,regular,,
A010403,regular,,
A010404,regular,,
A010405,regular,,
A010406,regular,,
A010407,regular,,
A010408,regular,,
A010409,especifico,,P012
A010410,regular,,
A010411,regular,,
A010412,especifico,,P012
A010413,especifico,,P012
A010414,especifico,,P012
A010415,especifico,,P012
A010416,especifico,,P012
A010417,especifico,,P012
A010418,especifico,,P012
A010419,regular,,
A010420,regular,,
A010421,especifico,G065,P059
A010422,especifico,G065,P059
A010423,especifico,G064,P049
A010424,regular,,
A010425,regular,,
A010426,regular,,
A010427,regular,,
A010428,regular,,
A010429,regular,,
A010430,regular,,
A010431,regular,,
A010432,regular,,
A010433,regular,,
A010434,regular,,
A010435,regular,,
A010436,regular,,
A010437,regular,,
A010438,regular,,
A010439,regular,,
A010440,regular,,
A010441,regular,,
A010442,regular,,
A010443,regular,,
A010444,regular,,
A010445,especifico,G065,P059
A010446,regular,,
A010447,regular,,
A010448,regular,,
A010449,regular,,
A010450,regular,,
A010451,regular,,
A010452,regular,,
A010453,regular,,
A010454,regular,,
A010455,regular,,
A010456,regular,,
A010457,regular,,
A010458,regular,,
A010459,regular,,
A010460,regular,,
A010461,regular,,
A010462,regular,,
A010464,regular,,
A010465,regular,,
A010466,regular,,
A010467,regular,,
A010468,regular,,
A010469,regular,,
A010470,regular,,
A010471,regular,,
A010472,regular,,
A010473,regular,,
A010474,regular,,
A010475,regular,,
A010476,regular,,
A010477,regular,,
A010478,regular,,
A010479,regular,,
A010480,regular,,
A010481,regular,,
A010482,regular,,
A010483,regular,,
A010484,regular,,
A010485,regular,,
A010493,regular,,
A010494,regular,,
A010495,regular,,
A010496,regular,,
A010497,regular,,
A010498,regular,,
A010499,regular,,
A010500,regular,,
A010501,regular,,
A010502,regular,,
A010503,regular,,
A010504,especifico,G064,P049
A010505,regular,,
A010506,regular,,
A010507,especifico,G064,P049
A010508,regular,,
A010509,especifico,G064,P049
A010510,especifico,G064,P049
A010511,especifico,G064,P049
A010512,especifico,G064,P049
A010513,especifico,G064,P049
A010514,especifico,G064,P049
A010515,especifico,G064,P049
A010518,especifico,G064,P049
A010519,especifico,G064,P049
A010520,especifico,G064,P049
A010521,especifico,G064,P049
A010522,especifico,G064,P049
A010523,especifico,G064,P049
A010524,especifico,G064,P049
A010525,especifico,G064,P049
A010526,especifico,G064,P049
A010527,especifico,G064,P049
A010528,especifico,G064,P049
A010529,regular,,
A010530,especifico,G064,P049
A010531,especifico,G064,P049
A010532,especifico,G064,P049
A010533,especifico,G064,P049
A010534,especifico,G064,P049
A010535,especifico,G064,P049
A010536,especifico,G064,P049
A010537,especifico,G064,P049
A010538,especifico,G064,P049
A010539,regular,,
A010540,especifico,G064,P049
A010541,especifico,G064,P049
A010542,especifico,G064,P049
A010543,especifico,G064,P049
A010544,especifico,G064,P049
A010545,especifico,G064,P049
A010546,especifico,G064,P049
A010547,especifico,G064,P049
A010550,especifico,G064,P049
A010551,especifico,G064,P049
A010554,especifico,G064,P049
A010555,especifico,G064,P049
A010556,especifico,G064,P049
A010557,especifico,G064,P049
A010558,especifico,G064,P049
A010559,especifico,G064,P049
A010560,especifico,G064,P049
A010561,especifico,G064,P049
A010562,especifico,G064,P049
A010563,regular,,
A010564,regular,,
A010565,regular,,
A010566,regular,,
A010567,regular,,
A010568,regular,,
A010569,regular,,
A010570,regular,,
A010571,regular,,
A010572,regular,,
A010573,regular,,
A010574,regular,,
A010575,regular,,
A010576,regular,,
A010577,regular,,
A010578,regular,,
A010579,regular,,
A010580,regular,,
A010581,regular,,
A010582,regular,,
A010583,regular,,
A010584,regular,,
A010585,regular,,
A010586,regular,,
A010587,regular,,
A010588,regular,,
A010589,regular,,
A010590,regular,,
A010591,regular,,
A010592,regular,,
A010593,regular,,
A010596,regular,,
A010597,regular,,
A010598,regular,,
A010599,regular,,
A010600,regular,,
A010601,regular,,
A010602,regular,,
A010603,regular,,
A010604,regular,,
A010605,regular,,
A010606,regular,,
A010607,regular,,
A010608,especifico,,P003
A010609,especifico,,P027
A010610,regular,,
A010611,regular,,
A010612,regular,,
A010613,regular,,
A010614,regular,,
A010615,regular,,
A010616,regular,,
A010617,regular,,
A010618,regular,,
A010619,regular,,
A010620,regular,,
A010621,regular,,
A010622,regular,,
A010623,regular,,
A010624,regular,,
A010625,regular,,
A010626,regular,,
A010631,especifico,,P027
A010632,regular,,
A010633,especifico,,P027
A010634,regular,,
A010635,regular,,
A010636,especifico,,P027
A010637,especifico,,P027
A010638,regular,,
A010639,regular,,
A010640,regular,,
A010641,regular,,
A010642,especifico,,P027
A010643,regular,,
A010644,regular,,
A010645,regular,,
A010646,regular,,
A010647,regular,,
A010648,regular,,
A010649,regular,,
A010650,regular,,
A010651,regular,,
A010652,especifico,,P027
A010653,regular,,
A010654,regular,,
A010655,regular,,
A010656,especifico,,P027
A010657,regular,,
A010658,regular,,
A010659,regular,,
A010660,regular,,
A010661,regular,,
A010662,regular,,
A010663,regular,,
A010664,regular,,
A010665,regular,,
A010666,regular,,
A010667,regular,,
A010668,regular,,
A010669,regular,,
A010670,regular,,
A010671,regular,,
A010672,regular,,
A010673,regular,,
A010674,regular,,
A010675,regular,,
A010676,regular,,
A010677,regular,,
A010678,regular,,
A010679,regular,,
A010680,regular,,
A010681,regular,,
A010682,especifico,,P027
A010683,regular,,
A010684,regular,,
A010685,regular,,
A010686,regular,,
A010687,regular,,
A010688,regular,,
A010689,regular,,
A010690,regular,,
A010691,regular,,
A010692,regular,,
A010693,regular,,
A010694,regular,,
A010695,especifico,,P064
A010703,regular,,
A010704,regular,,
A010705,regular,,
A010706,regular,,
A010707,regular,,
A010708,regular,,
A010709,regular,,
A010710,regular,,
A010711,regular,,
A010712,regular,,
A010713,regular,,
A010714,regular,,
A010715,regular,,
A010716,regular,,
A010717,regular,,
A010718,regular,,
A010719,regular,,
A010720,regular,,
A010721,regular,,
A010722,regular,,
A010723,regular,,
A010724,regular,,
A010725,regular,,
A010726,regular,,
A010727,regular,,
A010728,regular,,
A010729,regular,,
A010730,regular,,
A010731,regular,,
A010732,regular,,
A010733,regular,,
A010734,regular,,
A010735,regular,,
A010736,regular,,
A010737,regular,,
A010738,regular,,
A010739,regular,,
A010740,regular,,
A010741,regular,,
A010742,regular,,
A010743,regular,,
A010744,regular,,
A010745,regular,,
A010746,regular,,
A010747,regular,,
A010748,regular,,
A010749,regular,,
A010750,regular,,
A010751,regular,,
A010752,regular,,
A010753,regular,,
A010754,regular,,
A010755,regular,,
A010756,regular,,
A010757,regular,,
A010758,regular,,
A010759,regular,,
A010760,regular,,
A010761,regular,,
A010762,regular,,
A010763,regular,,
A010764,regular,,
A010765,regular,,
A010766,regular,,
A010767,regular,,
A010770,regular,,
A010771,regular,,
A010772,regular,,
A010773,regular,,
A010774,regular,,
A010775,regular,,
A010776,regular,,
A010777,regular,,
A010778,regular,,
A010779,regular,,
A010780,regular,,
A010781,regular,,
A010782,regular,,
A010783,regular,,
A010784,regular,,
A010785,regular,,
A010786,regular,,
A010787,regular,,
A010788,regular,,
A010789,regular,,
A010790,regular,,
A010791,regular,,
A010792,regular,,
A010793,regular,,
A010794,regular,,
A010795,regular,,
A010796,regular,,
A010797,regular,,
A010798,regular,,
A010799,regular,,
A010800,regular,,
A010801,regular,,
A010802,regular,,
A010803,regular,,
A010804,regular,,
A010805,regular,,
A010806,regular,,
A010807,regular,,
A010808,regular,,
A010809,regular,,
A010810,especifico,,P027
A010811,regular,,
A010814,especifico,G065,P059
A010816,regular,,
A010818,regular,,
A010821,regular,,
A010822,regular,,
A010823,regular,,
A010824,regular,,
A010825,regular,,
A010826,regular,,
A010827,regular,,
A010828,regular,,
A010829,regular,,
A010830,regular,,
A010831,regular,,
A010832,regular,,
A010833,regular,,
A010834,regular,,
A010835,regular,,
A010836,regular,,
A010837,especifico,G065,P059
A010838,especifico,G065,P059
A010839,especifico,G065,P059
A010840,especifico,G065,P059
A010841,especifico,G065,P059
A010842,regular,,
A010843,especifico,G065,P059
A010844,especifico,G065,P059
A010845,especifico,G065,P059
A010846,especifico,G066,P060
A010847,especifico,,P007
A010848,especifico,G065,P059
A010849,regular,,
A010850,regular,,
A010851,regular,,
A010852,regular,,
A010853,regular,,
A010854,regular,,
A010855,regular,,
A010856,regular,,
A010857,regular,,
A010858,regular,,
A010859,regular,,
A010860,regular,,
A010861,regular,,
A010862,regular,,
A010863,regular,,
A010864,regular,,
A010865,regular,,
A010866,regular,,
A010867,regular,,
A010868,regular,,
A010869,regular,,
A010870,regular,,
A010871,regular,,
A010875,regular,,
A010876,regular,,
A010877,regular,,
A010878,regular,,
A010879,regular,,
A010880,regular,,
A010881,regular,,
A010882,regular,,
A010883,regular,,
A010884,regular,,
A010885,regular,,
A010886,regular,,
A010887,regular,,
A010888,regular,,
A010889,especifico,,P003
A010890,regular,,
A010891,regular,,
A010892,regular,,
A010893,especifico,,P012
A010894,especifico,,P012
A010895,regular,,
A010896,regular,,
A010897,regular,,
A010898,regular,,
A010899,regular,,
A010900,regular,,
A010901,regular,,
A010902,regular,,
A010903,regular,,
A010904,regular,,
A010905,regular,,
A010906,regular,,
A010907,especifico,,P012
A010908,especifico,,P012
A010909,especifico,,P012
A010910,especifico,,P027
A010911,especifico,,P027
A010916,regular,,
A010917,regular,,
A010918,regular,,
A010919,regular,,
A010920,regular,,
A010921,especifico,,P027
A010922,regular,,
A010923,regular,,
A010924,regular,,
A010925,regular,,
A010926,regular,,
A010927,regular,,
A010928,regular,,
A010929,regular,,
A010930,regular,,
A010931,regular,,
A010932,regular,,
A010933,regular,,
A010934,regular,,
A010935,regular,,
A010936,regular,,
A010937,regular,,
A010938,regular,,
A010939,regular,,
A010940,regular,,
A010941,especifico,,P027
A010942,regular,,
A010943,regular,,
A010944,regular,,
