"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","metodo_pago","monto","id_viaje","id_deuda","periodo_fact_c_diaria","metodo_pago_general"
A006119,2019-11-29,RECREACION,recreacion,recreacion: nombre_17,RECREACION6,efectivo,-4941.0,,,201911,efectivo
A006120,2019-11-29,INGRESO,transaccion,transaccion_11,INGRESO6,debito_1,570353.805,,,201911,debito
A006121,2019-11-29,LIBRE,gustos,gustos_548,LIBRE1,credito_1,-4587.795,,,201911,credito
A006122,2019-11-29,RECREACION,deuda,deuda: nombre_18,RECREACION6,credito_1,-198964.05,,D104,201911,credito
A006123,2019-11-29,RECREACION,deuda,deuda: nombre_19,RECREACION7,efectivo,176244.0,,D104,201911,efectivo
A006124,2019-11-30,P.MANUAL,manualidad,manualidad_15,P.MANUAL10,credito_1,-8325.0,,,201911,credito
A006125,2019-11-30,DINERO,inversion,loc_4,DINERO9,debito_2,-105756.0,,,201911,debito
A006126,2019-11-30,RECREACION,consumible,consumible_12118,RECREACION2,debito_2,-9171.0,,,201911,debito
A006127,2019-11-30,P.GUSTOS,gustos,"5.gustos_13",P.GUSTOS3,credito_1,-43170.33,,,201911,credito
A006128,2019-12-01,RECREACION,evento,evento_7691,RECREACION9,credito_1,-4306.5,,,201912,credito
A006129,2019-12-01,RECREACION,invitacion,invitacion: nombre_8,RECREACION10,credito_1,-4306.5,,,201912,credito
A006130,2019-12-01,RECREACION,deuda,deuda: nombre_9,RECREACION8,credito_1,-4306.5,,D100,201912,credito
A006131,2019-12-01,RECREACION,invitacion,invitacion: nombre_7,RECREACION1,credito_1,-4306.5,,,201912,credito
A006132,2019-12-01,RECREACION,deuda,deuda: nombre_18,RECREACION9,efectivo,14094.0,,D100,201912,efectivo
A006133,2019-12-01,RECREACION,deuda,deuda: nombre_10,RECREACION10,debito_2,4294.5,,D100,201912,debito
A006134,2019-12-01,RECREACION,consumible,consumible_9494,RECREACION6,credito_1,-12202.5,,,201912,credito
A006135,2019-12-01,RECREACION,deuda,deuda: nombre_7,RECREACION1,credito_1,-922.5,,D100,201912,credito
A006136,2019-12-01,RECREACION,deuda,deuda: nombre_16,RECREACION2,credito_1,-1768.5,,D100,201912,credito
A006137,2019-12-01,RECREACION,consumible,consumible_13663,RECREACION7,credito_1,-3178.5,,,201912,credito
A006138,2019-12-01,RECREACION,invitacion,invitacion: nombre_12,RECREACION2,credito_1,-5646.0,,,201912,credito
A006139,2019-12-01,RECREACION,deuda,deuda: nombre_11,RECREACION3,credito_1,-10017.0,,D100,201912,credito
A006140,2019-12-01,RECREACION,consumible,consumible_13965,RECREACION5,credito_1,-6633.0,,,201912,credito
A006141,2019-12-01,RECREACION,deuda,deuda: nombre_14,RECREACION4,debito_2,7044.0,,D100,201912,debito
A006142,2019-12-02,DINERO,transaccion,transaccion_936,DINERO10,efectivo,211494.0,,,201912,efectivo
A006143,2019-12-02,DINERO,transaccion,transaccion_937,DINERO1,debito_2,-211506.0,,,201912,debito
A006144,2019-12-02,INGRESO,inversion,inversion: nombre_2,INGRESO6,efectivo,352494.0,,,201912,efectivo
A006145,2019-12-03,RECREACION,consumible,consumible_11942,RECREACION8,credito_1,-1451.25,,,201912,credito
A006146,2019-12-03,RECREACION,consumible,consumible_12768,RECREACION2,credito_1,-887.25,,,201912,credito
A006147,2019-12-03,DINERO,transaccion,transaccion_1124,DINERO9,debito_1,281994.0,,,201912,debito
A006148,2019-12-03,DINERO,transaccion,transaccion_1125,DINERO10,debito_2,-282006.0,,,201912,debito
A006149,2019-12-03,INGRESO,inversion,divisa_1,INGRESO7,efectivo,-402138.0,,,201912,efectivo
A006150,2019-12-03,INGRESO,inversion,inversion: nombre_3,INGRESO7,efectivo,-352506.0,,,201912,efectivo
A006151,2019-12-03,RECREACION,transporte,transporte_19,RECREACION2,efectivo,-1134.0,,,201912,efectivo
A006152,2019-12-03,RECREACION,consumible,consumible_12799,RECREACION1,credito_1,-14106.0,,,201912,credito
A006153,2019-12-03,RECREACION,consumible,consumible_10436,RECREACION4,credito_1,-5293.5,,,201912,credito
A006154,2019-12-03,RECREACION,recreacion,recreacion_1,RECREACION8,credito_1,-5293.5,,,201912,credito
A006155,2019-12-03,RECREACION,transporte,transporte_20,RECREACION3,efectivo,-3531.0,,,201912,efectivo
A006156,2019-12-03,HOGAR,hogar,hogar2220,HOGAR4,efectivo,-711.0,,,201912,efectivo
A006157,2019-12-04,P.MANUAL,manualidad,manualidad_19,P.MANUAL5,credito_1,-1867.1999999999998,,,201912,credito
A006158,2019-12-04,P.MANUAL,manualidad,manualidad_3,P.MANUAL3,credito_1,-560.835,,,201912,credito
A006159,2019-12-04,NECESIDAD,necesidad,necesidad_5,NECESIDAD3,credito_1,-11286.0,,,201912,credito
A006160,2019-12-04,RECREACION,transporte,transporte_1,RECREACION4,efectivo,-1416.0,,,201912,efectivo
A006161,2019-12-05,NECESIDAD,gustos,gustos_1919,NECESIDAD3,credito_1,-27501.0,,,201912,credito
A006162,2019-12-05,NECESIDAD,necesidad,necesidad_11,NECESIDAD9,credito_1,-21085.5,,,201912,credito
A006163,2019-12-05,P.RECREACION,regalo,regalo: nombre_12,P.RECREACION2,credito_1,-174211.5,,,201912,credito
A006164,2019-12-06,INGRESO,transaccion,transaccion_14,INGRESO1,debito_1,795908.6849999999,,,201912,debito
A006165,2019-12-06,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE1,debito_2,165669.0,V078,D099,201912,debito
A006166,2019-12-06,P.GUSTOS,gustos,"3.gustos_7",P.GUSTOS7,credito_1,-147985.5,,,201912,credito
A006167,2019-12-06,RECREACION,consumible,consumible_9528,RECREACION2,credito_1,-4518.0,,,201912,credito
A006168,2019-12-07,NECESIDAD,necesidad,necesidad_2,NECESIDAD9,credito_1,-17965.170000000002,,,201912,credito
A006169,2019-12-07,RECREACION,deuda,deuda: nombre_18,RECREACION5,credito_1,-7761.0,,D101,201912,credito
A006170,2019-12-07,RECREACION,deuda,deuda: nombre_16,RECREACION6,credito_1,-7761.0,,D101,201912,credito
A006171,2019-12-07,RECREACION,deuda,deuda: nombre_19,RECREACION7,efectivo,7749.0,,D101,201912,efectivo
A006172,2019-12-07,RECREACION,deuda,deuda: nombre_17,RECREACION8,efectivo,7749.0,,D101,201912,efectivo
A006173,2019-12-07,RECREACION,consumible,consumible_12780,RECREACION10,credito_1,-6703.5,,,201912,credito
A006174,2019-12-07,RECREACION,consumible,consumible_10354,RECREACION6,credito_1,-6351.0,,,201912,credito
A006175,2019-12-07,RECREACION,recreacion,recreacion_2,RECREACION9,credito_1,-4941.0,,,201912,credito
A006176,2019-12-07,RECREACION,consumible,consumible_9799,RECREACION1,credito_1,-8113.5,,,201912,credito
A006177,2019-12-07,RECREACION,consumible,consumible_9522,RECREACION8,credito_1,-4518.0,,,201912,credito
A006178,2019-12-08,NECESIDAD,necesidad,necesidad_9,NECESIDAD1,credito_1,-4933.950000000001,,,201912,credito
A006179,2019-12-08,TRANSPORTE,transporte,transporte_4,TRANSPORTE1,credito_1,-3460.5,,,201912,credito
A006180,2019-12-08,LIBRE,gustos,"7.gustos_15",LIBRE3,credito_1,-7997.88,,,201912,credito
A006181,2019-12-08,RECREACION,consumible,consumible_13962,RECREACION8,credito_1,-8395.5,,,201912,credito
A006182,2019-12-08,RECREACION,evento,evento_7693,RECREACION7,credito_1,-3319.5,,,201912,credito
A006183,2019-12-08,RECREACION,invitacion,invitacion: nombre_6,RECREACION3,credito_1,-3319.5,,,201912,credito
A006184,2019-12-09,NECESIDAD,necesidad,necesidad_11,NECESIDAD10,credito_1,-8466.0,,,201912,credito
A006185,2019-12-09,NECESIDAD,recreacion,recreacion_3,NECESIDAD1,credito_1,-2826.0,,,201912,credito
A006186,2019-12-09,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION3,credito_1,-49356.0,,,201912,credito
A006187,2019-12-10,DINERO,transaccion,transaccion_20,DINERO10,credito_2,13248.0,,,201912,credito
A006188,2019-12-10,DINERO,transaccion,transaccion_1,DINERO1,debito_1,-13260.0,,,201912,debito
A006189,2019-12-10,P.VIAJE,necesidad,necesidad_7,P.VIAJE9,credito_1,-195631.51499999998,V074,,201912,credito
A006190,2019-12-10,NECESIDAD,necesidad,necesidad_13,NECESIDAD10,debito_2,-7056.0,,,201912,debito
A006191,2019-12-12,TRANSPORTE,transporte,transporte_10,TRANSPORTE1,credito_1,-63456.0,,,201912,credito
A006192,2019-12-12,P.VIAJE,deuda,deuda: nombre_6,P.VIAJE2,debito_2,165669.0,V078,D099,201912,debito
A006193,2019-12-12,RECREACION,recreacion,recreacion: nombre_4,RECREACION7,efectivo,-2473.5,,,201912,efectivo
A006194,2019-12-12,RECREACION,regalo,regalo: nombre_2,RECREACION8,efectivo,-14106.0,,,201912,efectivo
A006195,2019-12-12,HOGAR,hogar,hogar2221,HOGAR5,efectivo,-1063.5,,,201912,efectivo
A006196,2019-12-13,INGRESO,transaccion,transaccion_12,INGRESO7,debito_1,366594.0,,,201912,debito
A006197,2019-12-13,P.RECREACION,regalo,regalo: nombre_18,P.RECREACION4,credito_1,-1239.75,,,201912,credito
A006198,2019-12-13,P.RECREACION,regalo,regalo: nombre_10,P.RECREACION5,credito_1,-1063.5,,,201912,credito
A006199,2019-12-13,DINERO,transaccion,transaccion_1126,DINERO2,debito_1,246744.0,,,201912,debito
A006200,2019-12-13,DINERO,transaccion,transaccion_1127,DINERO4,debito_2,-246756.0,,,201912,debito
A006201,2019-12-13,DINERO,transaccion,"8.transaccion_20",DINERO3,credito_1,367956.765,,,201912,credito
A006202,2019-12-13,DINERO,transaccion,"3.transaccion_11",DINERO6,debito_1,-367968.765,,,201912,debito
A006203,2019-12-13,DINERO,transaccion,transaccion_2,DINERO2,credito_1,1917841.4549999998,,,201912,credito
A006204,2019-12-13,DINERO,transaccion,transaccion_3,DINERO3,debito_1,-1917853.455,,,201912,debito
A006205,2019-12-14,P.MANUAL,manualidad,manualidad_9,P.MANUAL9,credito_1,-8748.0,,,201912,credito
A006206,2019-12-14,P.MANUAL,manualidad,manualidad_20,P.MANUAL3,credito_1,-852.0,,,201912,credito
A006207,2019-12-14,P.MANUAL,manualidad,manualidad_16,P.MANUAL3,credito_1,-993.0,,,201912,credito
A006208,2019-12-14,P.MANUAL,manualidad,manualidad_20,P.MANUAL2,credito_1,-302.1,,,201912,credito
A006209,2019-12-14,P.MANUAL,manualidad,manualidad_4,P.MANUAL5,credito_1,-372.6,,,201912,credito
A006210,2019-12-14,P.MANUAL,manualidad,manualidad_20,P.MANUAL3,credito_1,-1558.41,,,201912,credito
A006211,2019-12-15,P.MANUAL,manualidad,manualidad_1,P.MANUAL6,efectivo,-118.80000000000001,,,201912,efectivo
A006212,2019-12-15,P.MANUAL,manualidad,manualidad_2,P.MANUAL10,efectivo,-408.555,,,201912,efectivo
A006213,2019-12-15,HOGAR,hogar,hogar2222,HOGAR6,efectivo,-711.0,,,201912,efectivo
A006214,2019-12-15,LIBRE,transaccion,transaccion_13,LIBRE2,efectivo,-195.645,,,201912,efectivo
A006215,2019-12-15,P.RECREACION,regalo,regalo: nombre_15,P.RECREACION6,credito_1,-17560.5,,,201912,credito
A006216,2019-12-15,P.RECREACION,regalo,regalo_7,P.RECREACION4,credito_1,-5575.5,,,201912,credito
A006217,2019-12-15,RECREACION,consumible,consumible_12840,RECREACION10,credito_1,-11145.0,,,201912,credito
A006218,2019-12-15,LIBRE,gustos,"1.gustos_17",LIBRE7,debito_2,-5646.0,,,201912,debito
A006219,2019-12-15,LIBRE,gustos,"3.gustos_7",LIBRE10,debito_2,-5646.0,,,201912,debito
A006220,2019-12-15,P.RECREACION,regalo,regalo: nombre_17,P.RECREACION7,debito_2,-5646.0,,,201912,debito
A006221,2019-12-16,DINERO,transaccion,transaccion_1128,DINERO5,debito_1,-35256.0,,,201912,debito
A006222,2019-12-16,DINERO,transaccion,transaccion_1129,DINERO6,debito_2,35244.0,,,201912,debito
A006223,2019-12-17,RECREACION,consumible,consumible: nombre_20,RECREACION7,efectivo,-5646.0,,,201912,efectivo
A006224,2019-12-18,RECREACION,deuda,deuda: nombre_17,RECREACION9,debito_2,8806.5,,D102,201912,debito
A006225,2019-12-18,DINERO,inversion,loc_3,DINERO3,debito_2,-105756.0,,,201912,debito
A006226,2019-12-18,RECREACION,consumible,consumible_10222,RECREACION8,credito_1,-7831.5,V072,,201912,credito
A006227,2019-12-18,RECREACION,consumible,consumible_12985,RECREACION5,credito_1,-3108.0,V072,,201912,credito
A006228,2019-12-19,RECREACION,consumible,consumible_11863,RECREACION7,credito_1,-2015.25,V072,,201912,credito
A006229,2019-12-20,RECREACION,invitacion,invitacion_6290,RECREACION10,credito_1,-2826.0,V073,,201912,credito
A006230,2019-12-20,RECREACION,recreacion,recreacion_15,RECREACION6,credito_1,-2121.0,V073,,201912,credito
A006231,2019-12-21,HOGAR,deuda,deuda: nombre_16,HOGAR8,efectivo,7044.0,,D103,201912,efectivo
A006232,2019-12-21,HOGAR,deuda,deuda413,HOGAR7,credito_1,-962.6850000000001,,D103,201912,credito
A006233,2019-12-21,HOGAR,deuda,deuda389,HOGAR3,credito_1,-1618.335,,D103,201912,credito
A006234,2019-12-21,P.RECREACION,regalo,regalo_11,P.RECREACION4,credito_1,-1338.4499999999998,,,201912,credito
A006235,2019-12-21,NECESIDAD,deuda,deuda_2677,NECESIDAD5,credito_1,-5293.5,,D103,201912,credito
A006236,2019-12-21,TRANSPORTE,transporte,transporte_11,TRANSPORTE3,credito_1,-31731.0,,,201912,credito
A006237,2019-12-21,LIBRE,recreacion,recreacion_4,LIBRE5,efectivo,-7056.0,,,201912,efectivo
A006238,2019-12-21,RECREACION,consumible,consumible_10284,RECREACION6,credito_1,-3946.95,,,201912,credito
A006239,2019-12-21,RECREACION,consumible,consumible_10538,RECREACION2,credito_1,-2818.95,,,201912,credito
A006240,2019-12-21,RECREACION,consumible,consumible_10210,RECREACION10,credito_1,-2113.95,,,201912,credito
A006241,2019-12-21,RECREACION,consumible,consumible_10061,RECREACION9,credito_1,-6343.950000000001,,,201912,credito
A006242,2019-12-21,RECREACION,consumible,consumible_10295,RECREACION5,credito_1,-3805.95,,,201912,credito
A006243,2019-12-21,RECREACION,consumible,consumible_9935,RECREACION5,credito_1,-4228.95,,,201912,credito
A006244,2019-12-21,RECREACION,consumible,consumible_9604,RECREACION6,credito_1,-3523.95,,,201912,credito
A006245,2019-12-21,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION8,credito_1,-28135.5,,,201912,credito
A006246,2019-12-21,RECREACION,consumible,consumible_12361,RECREACION9,credito_1,-17631.0,,,201912,credito
A006247,2019-12-24,RECREACION,evento,evento_7873,RECREACION7,credito_1,-4659.0,,,201912,credito
A006248,2019-12-24,RECREACION,invitacion,invitacion: nombre_2,RECREACION4,credito_1,-4659.0,,,201912,credito
A006249,2019-12-24,RECREACION,invitacion,invitacion: nombre_3,RECREACION5,credito_1,-4659.0,,,201912,credito
A006250,2019-12-24,RECREACION,invitacion,invitacion: nombre_5,RECREACION6,credito_1,-4659.0,,,201912,credito
A006251,2019-12-24,RECREACION,invitacion,invitacion: nombre_4,RECREACION7,credito_1,-4659.0,,,201912,credito
A006252,2019-12-24,RECREACION,invitacion,invitacion: nombre_1,RECREACION8,credito_1,-4659.0,,,201912,credito
A006253,2019-12-25,DINERO,transaccion,transaccion_938,DINERO2,efectivo,21144.0,,,201912,efectivo
A006254,2019-12-25,DINERO,transaccion,transaccion_939,DINERO3,debito_2,-21156.0,,,201912,debito
A006255,2019-12-25,RECREACION,consumible,consumible_11978,RECREACION2,credito_1,-4588.5,,,201912,credito
A006256,2019-12-25,RECREACION,consumible,consumible_9493,RECREACION7,credito_1,-14952.0,,,201912,credito
A006257,2019-12-25,RECREACION,consumible,consumible: nombre_1,RECREACION8,efectivo,3519.0,,,201912,efectivo
A006258,2019-12-25,NECESIDAD,necesidad,necesidad_12,NECESIDAD4,credito_1,-6985.5,,,201912,credito
A006259,2019-12-25,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE4,credito_1,-5703.8099999999995,V075,,201912,credito
A006260,2019-12-25,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE5,credito_1,-4982.595,V075,,201912,credito
A006261,2019-12-25,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE6,credito_1,-7651.0199999999995,V075,,201912,credito
A006262,2019-12-25,RECREACION,deuda,deuda: nombre_20,RECREACION10,efectivo,21144.0,,D104,201912,efectivo
A006263,2019-12-25,LIBRE,transaccion,transaccion_13,LIBRE3,efectivo,-1416.0,,,201912,efectivo
A006264,2019-12-26,INGRESO,inversion,divisa_2,INGRESO6,efectivo,470511.0,,,201912,efectivo
A006265,2019-12-26,INGRESO,inversion,inversion: nombre_19,INGRESO8,efectivo,82056.0,,,201912,efectivo
A006266,2019-12-26,P.VIAJE,transporte,transporte_4,P.VIAJE2,efectivo,-24681.0,V074,,201912,efectivo
A006267,2019-12-26,P.VIAJE,transporte,transporte_15,P.VIAJE8,efectivo,-8212.199999999999,V074,,201912,efectivo
A006268,2019-12-26,P.VIAJE,consumible,consumible_9518,P.VIAJE2,efectivo,-38411.015999999996,V074,,201912,efectivo
A006269,2019-12-26,P.VIAJE,transporte,transporte_18,P.VIAJE1,efectivo,-9579.9,V074,,201912,efectivo
A006270,2019-12-26,P.VIAJE,transporte,transporte_19,P.VIAJE2,efectivo,-15789.257999999998,V074,,201912,efectivo
A006271,2019-12-27,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE7,efectivo,-6844.5,V074,,201912,efectivo
A006272,2019-12-28,P.VIAJE,recreacion,recreacion_7,P.VIAJE5,credito_1,-53348.415,V074,,201912,credito
A006273,2019-12-28,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE5,credito_1,-53348.415,V074,D094,201912,credito
A006274,2019-12-28,P.VIAJE,gustos,gustos_5183,P.VIAJE7,efectivo,-14722.451999999997,V074,,201912,efectivo
A006275,2019-12-28,P.VIAJE,consumible,consumible_7112,P.VIAJE8,efectivo,-8212.199999999999,V074,,201912,efectivo
A006276,2019-12-28,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE8,efectivo,-81042.22499999999,V074,,201912,efectivo
A006277,2019-12-28,P.VIAJE,gustos,gustos_5184,P.VIAJE6,efectivo,-2221.674,V074,,201912,efectivo
A006278,2019-12-29,P.VIAJE,evento,evento_5851,P.VIAJE9,credito_1,-20034.344999999998,V074,,201912,credito
A006279,2019-12-29,P.VIAJE,deuda,deuda: nombre_6,P.VIAJE6,credito_1,-20034.344999999998,V074,D094,201912,credito
A006280,2019-12-29,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE9,efectivo,-27346.322999999993,V074,,201912,efectivo
A006281,2019-12-29,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE10,efectivo,-16842.387,V074,,201912,efectivo
A006282,2019-12-29,P.VIAJE,regalo,regalo: nombre_3,P.VIAJE1,efectivo,-5476.799999999999,V074,,201912,efectivo
A006283,2019-12-29,P.VIAJE,consumible,consumible_7114,P.VIAJE6,efectivo,-8212.199999999999,V074,,201912,efectivo
A006284,2019-12-29,P.VIAJE,gustos,gustos_5306,P.VIAJE4,efectivo,-36838.161,V074,,201912,efectivo
A006285,2019-12-30,P.VIAJE,consumible,consumible_11692,P.VIAJE8,efectivo,-11836.605,V074,,201912,efectivo
A006286,2019-12-30,P.VIAJE,transporte,transporte_20,P.VIAJE3,efectivo,-20521.5,V074,,201912,efectivo
A006287,2019-12-30,P.VIAJE,transporte,transporte_1,P.VIAJE4,efectivo,-13683.0,V075,,201912,efectivo
A006288,2019-12-30,P.VIAJE,gustos,gustos_5516,P.VIAJE4,efectivo,-29849.214,V075,,201912,efectivo
A006289,2019-12-30,P.VIAJE,gustos,gustos_5478,P.VIAJE2,efectivo,-83627.178,V075,,201912,efectivo
A006290,2019-12-30,P.VIAJE,gustos,gustos_5477,P.VIAJE3,efectivo,-52129.047,V075,,201912,efectivo
A006291,2019-12-31,P.VIAJE,transporte,transporte_2,P.VIAJE5,efectivo,-6844.5,V075,,201912,efectivo
A006292,2019-12-31,P.VIAJE,regalo,regalo: nombre_14,P.VIAJE2,efectivo,-1031.7749999999999,V075,,201912,efectivo
A006293,2019-12-31,P.VIAJE,gustos,gustos_5424,P.VIAJE6,efectivo,-9525.192000000001,V075,,201912,efectivo
A006294,2019-12-31,P.VIAJE,gustos,gustos_5423,P.VIAJE7,efectivo,-7500.996,V075,,201912,efectivo
A006295,2019-12-31,P.VIAJE,gustos,gustos_5471,P.VIAJE9,efectivo,-25417.865999999998,V075,,201912,efectivo
A006296,2019-12-31,P.VIAJE,consumible,consumible_10550,P.VIAJE10,efectivo,-5449.445999999999,V075,,201912,efectivo
A006297,2019-12-31,P.VIAJE,transporte,transporte_3,P.VIAJE6,efectivo,-5572.539,V075,,201912,efectivo
A006298,2019-12-31,P.VIAJE,transporte,transporte_3,P.VIAJE9,efectivo,-4236.705,V075,,201912,efectivo
A006299,2019-12-31,P.VIAJE,deuda,deuda: nombre_3,P.VIAJE7,efectivo,38769.0,V075,D094,201912,efectivo
A006300,2019-12-31,P.VIAJE,transporte,transporte_8,P.VIAJE3,credito_1,-28530.300000000003,V075,,201912,credito
A006301,2019-12-31,P.VIAJE,transaccion,transaccion_14,P.VIAJE6,efectivo,1404.0,V075,,201912,efectivo
A006302,2019-12-31,HOGAR,hogar,hogar2223,HOGAR7,efectivo,-2121.0,,,201912,efectivo
A006303,2019-12-31,INGRESO,transaccion,transaccion_13,INGRESO8,debito_1,569306.175,,,201912,debito
A006304,2019-12-31,LIBRE,transaccion,transaccion_12,LIBRE5,debito_1,-291.525,,,201912,debito
A006305,2020-01-03,DINERO,transaccion,transaccion_1130,DINERO8,debito_1,-176256.0,,,202001,debito
A006306,2020-01-03,DINERO,transaccion,transaccion_1131,DINERO9,debito_2,176244.0,,,202001,debito
A006307,2020-01-03,DINERO,transaccion,transaccion_940,DINERO5,efectivo,70494.0,,,202001,efectivo
A006308,2020-01-03,DINERO,transaccion,transaccion_941,DINERO6,debito_2,-70506.0,,,202001,debito
A006309,2020-01-03,SUSCRIPCION,hogar,hogar_8809,SUSCRIPCION9,credito_1,-49285.5,,,202001,credito
A006310,2020-01-03,SUSCRIPCION,hogar,hogar_8807,SUSCRIPCION1,credito_1,-10510.5,,,202001,credito
A006311,2020-01-03,LIBRE,transaccion,transaccion_10,LIBRE7,credito_1,44162.25,,,202001,credito
A006312,2020-01-03,RECREACION,consumible,consumible: nombre_15,RECREACION9,credito_1,2955.0,,,202001,credito
A006313,2020-01-03,LIBRE,hogar,hogar_232,LIBRE7,efectivo,-42306.0,,,202001,efectivo
A006314,2020-01-03,NECESIDAD,consumible,consumible_7930,NECESIDAD2,efectivo,-28206.0,,,202001,efectivo
A006315,2020-01-04,NECESIDAD,necesidad,necesidad_6,NECESIDAD7,efectivo,-7056.0,,,202001,efectivo
A006316,2020-01-04,P.VIAJE,transporte,transporte_4,P.VIAJE10,credito_1,-84253.5,V088,,202001,credito
A006317,2020-01-04,NECESIDAD,necesidad,necesidad_20,NECESIDAD5,credito_1,-14106.0,,,202001,credito
A006318,2020-01-04,NECESIDAD,necesidad,necesidad_13,NECESIDAD9,credito_1,-6844.5,,,202001,credito
A006319,2020-01-05,LIBRE,gustos,gustos_799,LIBRE10,credito_1,-8113.5,,,202001,credito
A006320,2020-01-06,LIBRE,transaccion,transaccion_9,LIBRE1,credito_2,-15375.0,,,202001,credito
A006321,2020-01-06,DINERO,transaccion,transaccion_4,DINERO4,credito_2,15363.0,,,202001,credito
A006322,2020-01-06,DINERO,transaccion,transaccion_5,DINERO5,efectivo,-15375.0,,,202001,efectivo
A006323,2020-01-07,P.VIAJE,necesidad,necesidad_8,P.VIAJE10,credito_1,-42530.895000000004,V078,,202001,credito
A006324,2020-01-07,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE8,credito_1,-42517.5,V078,D099,202001,credito
A006325,2020-01-07,P.VIAJE,deuda,deuda: nombre_17,P.VIAJE9,credito_1,-42517.5,V078,D099,202001,credito
A006326,2020-01-07,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE10,credito_1,-42517.5,V078,D099,202001,credito
A006327,2020-01-07,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE1,credito_1,-42517.5,V078,D099,202001,credito
A006328,2020-01-07,RECREACION,transporte,transporte_2,RECREACION5,efectivo,-147.0,,,202001,efectivo
A006329,2020-01-08,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE10,debito_2,165598.5,V078,D099,202001,debito
A006330,2020-01-08,DINERO,inversion,loc_4,DINERO7,debito_2,-105756.0,,,202001,debito
A006331,2020-01-09,P.MANUAL,manualidad,manualidad_20,P.MANUAL8,credito_1,-28824.285,,,202001,credito
A006332,2020-01-09,LIBRE,transaccion,transaccion_13,LIBRE7,debito_1,-292.22999999999996,,,202001,debito
A006333,2020-01-10,LIBRE,consumible,consumible_6650,LIBRE9,credito_1,-1063.5,,,202001,credito
A006334,2020-01-10,NECESIDAD,consumible,consumible_5379,NECESIDAD3,credito_1,-1416.0,,,202001,credito
A006335,2020-01-11,RECREACION,consumible,consumible_8941,RECREACION9,credito_1,-3495.75,,,202001,credito
A006336,2020-01-11,RECREACION,consumible,consumible_9720,RECREACION10,credito_1,-13965.0,,,202001,credito
A006337,2020-01-11,RECREACION,consumible,consumible: nombre_14,RECREACION10,efectivo,7044.0,,,202001,efectivo
A006338,2020-01-11,RECREACION,invitacion,invitacion: nombre_8,RECREACION9,credito_1,-4236.0,,,202001,credito
A006339,2020-01-13,NECESIDAD,necesidad,necesidad_14,NECESIDAD2,debito_2,-7056.0,,,202001,debito
A006340,2020-01-13,LIBRE,recreacion,recreacion_17,LIBRE4,credito_1,-4729.5,,,202001,credito
A006341,2020-01-13,RECREACION,invitacion,invitacion: nombre_19,RECREACION10,credito_1,-4729.5,,,202001,credito
A006342,2020-01-13,P.VIAJE,evento,evento_5854,P.VIAJE6,credito_1,-27271.875,V078,,202001,credito
A006343,2020-01-13,RECREACION,consumible,consumible_9565,RECREACION5,credito_1,-4236.0,,,202001,credito
A006344,2020-01-13,RECREACION,consumible,consumible_11687,RECREACION3,credito_1,-1275.0,,,202001,credito
A006345,2020-01-15,INGRESO,transaccion,transaccion_14,INGRESO9,debito_1,366594.0,,,202001,debito
A006346,2020-01-15,DINERO,transaccion,transaccion_6,DINERO6,credito_1,762808.23,,,202001,credito
A006347,2020-01-15,DINERO,transaccion,transaccion_7,DINERO7,debito_1,-762820.23,,,202001,debito
A006348,2020-01-17,P.MANUAL,manualidad,manualidad_11,P.MANUAL1,credito_1,-30883.59,,,202001,credito
A006349,2020-01-17,P.MANUAL,manualidad,manualidad_7,P.MANUAL9,credito_1,-26327.175000000003,,,202001,credito
A006350,2020-01-17,P.MANUAL,manualidad,manualidad_5,P.MANUAL7,credito_1,-3390.0,,,202001,credito
A006351,2020-01-17,P.MANUAL,manualidad,manualidad_6,P.MANUAL9,credito_1,-6069.0,,,202001,credito
A006352,2020-01-17,RECREACION,consumible,consumible_13907,RECREACION3,credito_1,-8113.5,,,202001,credito
A006353,2020-01-17,RECREACION,consumible,consumible_10351,RECREACION9,credito_1,-3531.0,,,202001,credito
A006354,2020-01-17,RECREACION,consumible,consumible_13192,RECREACION8,credito_1,-2473.5,,,202001,credito
A006355,2020-01-17,RECREACION,recreacion,recreacion_5,RECREACION10,credito_1,-2121.0,,,202001,credito
A006356,2020-01-18,RECREACION,evento,evento_7992,RECREACION8,credito_1,-4553.25,,,202001,credito
A006357,2020-01-18,RECREACION,deuda,deuda: nombre_8,RECREACION2,efectivo,3519.0,,D105,202001,efectivo
