id,fecha,clave,descripcion,lugar_de_uso,monto,id_viaje,moneda,tipo_cambio,periodo_fact_c_diaria
A001396,18/09/2016,necesidad,necesidad_17,P.VIAJE7,-36483.405,V013,Dolar Americano,674.34,201609
A014214,03/05/2024,deuda,deuda: nombre_8,P.VIAJE3,6903,V118,Dolar Americano,938.78,202405
A009511,20/05/2022,consumible,consumible_10942,P.VIAJE8,-2121,V086,Euro,882.76,202205
A011074,03/01/2023,regalo,regalo: nombre_12,P.VIAJE8,-6985.5,V100,Euro,909.83,202301
A011034,22/12/2022,consumible,consumible_8104,P.VIAJE6,-20098.5,V100,Euro,921.36,202212
A013979,23/04/2024,consumible,consumible_11834,P.VIAJE6,-2073.765,V128,Euro,1022.4,202404
A014196,03/05/2024,deuda,deuda: nombre_3,P.VIAJE5,1218.9375,V116,Yen Japones,61354,202405
A011057,31/12/2022,consumible,consumible_8003,P.VIAJE7,-11991,V100,Euro,907.32,202212
A015639,12/04/2025,regalo,regalo: nombre_7,P.VIAJE1,-7056,V143,Yen Japones,67595,202504
A002003,18/03/2017,consumible,consumible_11331,P.VIAJE9,-3399.165,V021,Euro,710.93,201703
A006001,31/10/2019,deuda,deuda: nombre_11,RECREACION10,14869.5,V068,Dolar Americano,740.6,201910
A013954,20/04/2024,deuda,deuda: nombre_19,P.VIAJE4,-3254.64,V124,Euro,1016.86,202404
A009496,18/05/2022,consumible,consumible_8056,P.VIAJE4,-7408.5,V086,Euro,893.84,202205
A014122,03/05/2024,deuda,deuda: nombre_11,P.VIAJE9,2775.225,V122,Yen Japones,61354,202405
A013007,01/12/2023,consumible,consumible_10738,P.VIAJE2,-2790.75,V110,Euro,934.48,202312
A014200,03/05/2024,deuda,deuda: nombre_15,P.VIAJE9,333.105,V116,Yen Japones,61354,202405
A014135,03/05/2024,deuda,deuda: nombre_19,P.VIAJE3,7738.425,V122,Yen Japones,61354,202405
A007228,20/09/2020,hogar,hogar_5114,P.VIAJE6,-28206,V080,Yen Japones,72963,202009
A011922,28/05/2023,deuda,deuda_6120,P.VIAJE10,-5364,V101,Euro,855.45,202305
A005719,22/09/2019,deuda,deuda: nombre_15,P.VIAJE7,42294,V064,Yen Japones,66683,201909
A013836-1,13/04/2024,deuda,deuda: nombre_14,P.VIAJE6,-7544.565,V119,Euro,1026.29,202404
A014030,27/04/2024,deuda,deuda: nombre_12,P.VIAJE2,-19514.76,V133,Euro,1014.49,202404
A013782-1,09/04/2024,deuda,deuda: nombre_2,P.VIAJE3,-1507.65,V116,Yen Japones,61984,202404
A013232,13/01/2024,deuda,deuda: nombre_16,P.VIAJE5,-63350.25,V121,Dolar Americano,909.5,202401
A013990-1,24/04/2024,deuda,deuda: nombre_10,P.VIAJE5,-3228.555,V129,Yen Japones,61126,202404
A009512,20/05/2022,regalo,regalo: nombre_2,P.VIAJE8,-5646,V086,Euro,882.76,202205
A015672,14/04/2025,recreacion,recreacion_12,P.VIAJE9,-1416,V143,Yen Japones,67562,202504
A015656,13/04/2025,regalo,regalo: nombre_5,P.VIAJE8,-29616,V143,Yen Japones,67595,202504
A004902,25/03/2019,transporte,transporte_15,P.VIAJE5,-3381.54,V052,Dolar Americano,679.38,201903
A001779,21/01/2017,necesidad,necesidad_12,P.VIAJE9,-2121,V018,Euro,702.38,201701
A013817,12/04/2024,consumible,consumible_11846,P.VIAJE4,-12516.225,V119,Euro,1026.29,202404
A004684,10/02/2019,evento,evento_5856,P.VIAJE4,-41495.25,V052,Dolar Americano,657.62,201902
A008742,29/10/2021,consumible,consumible_10094,P.VIAJE6,-2121,V084,Dolar Americano,813.2,202110
A001426,24/09/2016,necesidad,necesidad_15,P.VIAJE9,-8853.045,V013,Dolar Americano,660.25,201609
A004862,22/03/2019,consumible,consumible_10967,P.VIAJE3,-1416,V052,Dolar Americano,678.23,201903
A013646,27/03/2024,deuda,deuda: nombre_10,P.VIAJE2,-4165.5,V114,Euro,1059.13,202403
A001418,23/09/2016,necesidad,necesidad_9,P.VIAJE9,-11765.4,V013,Dolar Americano,660.25,201609
A014141,03/05/2024,deuda,deuda: nombre_7,P.VIAJE9,3485.865,V123,Dolar Americano,938.78,202405
A006277,28/12/2019,gustos,gustos_5184,P.VIAJE6,-2221.674,V074,Euro,835.55,201912
A011072,03/01/2023,necesidad,necesidad_19,P.VIAJE7,-6985.5,V100,Euro,909.83,202301
A013472,01/03/2024,necesidad,necesidad_11,P.VIAJE3,-13330.5,V114,Euro,1045.03,202403
A008738,29/10/2021,regalo,regalo: nombre_15,P.VIAJE2,-6139.5,V084,Dolar Americano,813.2,202110
A013819-1,12/04/2024,deuda,deuda: nombre_6,P.VIAJE3,-798.0675,V119,Euro,1026.29,202404
A011917,26/05/2023,hogar,hogar_4767,P.VIAJE3,-653.19,V101,Euro,855.45,202305
A015677,15/04/2025,evento,evento_5625,P.VIAJE5,-7056,V143,Yen Japones,67762,202504
A013156,08/01/2024,transaccion,transaccion_6,P.VIAJE7,64.5,V113,Euro,987.55,202401
A013631,23/03/2024,deuda,deuda: nombre_4,P.VIAJE10,10569,V114,Euro,1061.55,202403
A003881,20/06/2018,transporte,transporte_5,P.VIAJE4,-12454.89,V047,Dolar Americano,640.27,201806
A004849,21/03/2019,transporte,transporte_6,P.VIAJE6,-13222.635,V052,Dolar Americano,667.03,201903
A013157,09/01/2024,recreacion,recreacion: nombre_8,P.VIAJE8,317244,V113,Euro,1002.57,202401
A005942,22/10/2019,deuda,deuda: nombre_3,RECREACION2,-1063.5,V068,Dolar Americano,723.8,201910
A004901,25/03/2019,transporte,transporte_19,P.VIAJE7,-852,V052,Dolar Americano,679.38,201903
A013231,13/01/2024,necesidad,necesidad_3,P.VIAJE7,-63349.545,V121,Dolar Americano,909.5,202401
A009453,13/05/2022,regalo,regalo: nombre_8,P.VIAJE4,-17631,V086,Euro,895.19,202205
A006001-1,31/10/2019,deuda,deuda: nombre_12,RECREACION1,21144,V070,Dolar Americano,740.6,201910
A008314,26/06/2021,consumible,consumible_13300,RECREACION10,-3108,V082,Dolar Americano,732.6,202106
A013519,11/03/2024,deuda,deuda: nombre_14,P.VIAJE8,-22412.31,V126,Yen Japones,65764,202403
A013810,11/04/2024,necesidad,necesidad_12,P.VIAJE4,-6915,V118,Dolar Americano,954.7,202404
A013960,21/04/2024,consumible,consumible_8373,P.VIAJE7,-6502.9275,V125,Dolar Americano,954.44,202404
A013528,11/03/2024,evento,evento_5829,P.VIAJE1,-41084.5875,V119,Euro,1055.89,202403
A013341,05/02/2024,deuda,deuda: nombre_5,P.VIAJE4,29964.96,V120,Dolar Americano,953.4,202402
A005822,03/10/2019,consumible,consumible_9808,P.VIAJE2,-3531,V066,Euro,785.21,201910
A013599,13/03/2024,evento,evento_5835,P.VIAJE5,-24751.8525,V132,Euro,1033.35,202403
A000217,09/08/2015,consumible,consumible_9334,P.VIAJE6,-711,V002,Dolar Americano,678,201508
A008323,27/06/2021,consumible,consumible_9587,RECREACION3,-7056,V082,Dolar Americano,732.6,202106
A013810-1,11/04/2024,deuda,deuda: nombre_7,P.VIAJE6,-6915,V118,Dolar Americano,954.7,202404
A006454,26/02/2020,deuda,deuda: nombre_15,RECREACION8,-1416,V077,Dolar Americano,811.3,202002
A013933-1,19/04/2024,deuda,deuda: nombre_14,P.VIAJE8,-577.05,V123,Dolar Americano,954.44,202404
A008725,24/10/2021,consumible,consumible_11509,P.VIAJE1,-1416,V083,Yen Japones,71769,202110
A005708,21/09/2019,consumible,consumible_9922,P.VIAJE8,-629.925,V064,Yen Japones,66683,201909
A014017,26/04/2024,deuda,deuda: nombre_20,P.VIAJE2,-3272.97,V132,Euro,1014.49,202404
A011011,17/12/2022,consumible,consumible_7258,P.VIAJE2,-21677.7,V100,Euro,936.78,202212
A006289,30/12/2019,gustos,gustos_5478,P.VIAJE2,-83627.178,V075,Dolar Americano,752.08,201912
A013844,14/04/2024,deuda,deuda: nombre_18,P.VIAJE1,-5031.945,V120,Dolar Americano,964.38,202404
A003778,27/05/2018,evento,evento_5658,P.VIAJE2,-1416,V046,Yen Japones,57111,201805
A013128,28/12/2023,consumible,consumible_9604,P.VIAJE6,-10017,V113,Euro,977.65,202312
A000830,26/03/2016,consumible,consumible_9821,RECREACION9,-4941,V008,Dolar Americano,680.45,201603
A001420,23/09/2016,necesidad,necesidad_11,P.VIAJE1,-11765.4,V013,Dolar Americano,660.25,201609
A005712,21/09/2019,consumible,consumible_7852,P.VIAJE8,-2401.59,V064,Yen Japones,66683,201909
A014265,03/05/2024,deuda,deuda: nombre_14,P.VIAJE4,1324.335,V123,Dolar Americano,938.78,202405
A010838,17/11/2022,consumible,consumible_10477,P.VIAJE3,-7761,V099,Euro,954.42,202211
A013126,28/12/2023,consumible,consumible_8250,P.VIAJE10,-3531,V113,Euro,977.65,202312
A002000,18/03/2017,consumible,consumible_10392,P.VIAJE8,-5434.5,V021,Euro,710.93,201703
A014187,03/05/2024,deuda,deuda: nombre_5,P.VIAJE6,1093.4475,V116,Yen Japones,61354,202405
A015688,16/04/2025,consumible,consumible_10648,P.VIAJE2,-3531,V143,Yen Japones,68408,202504
A014205,03/05/2024,deuda,deuda: nombre_9,P.VIAJE4,12603.9825,V116,Yen Japones,61354,202405
A013920-1,19/04/2024,deuda,deuda: nombre_7,P.VIAJE8,-797.715,V123,Dolar Americano,954.44,202404
A005593,22/08/2019,deuda,deuda: nombre_10,P.VIAJE7,-35256,V064,Yen Japones,67143,201908
A009501,19/05/2022,regalo,regalo: nombre_1,P.VIAJE5,-5646,V086,Euro,886.13,202205
A013887-1,17/04/2024,deuda,deuda: nombre_4,P.VIAJE3,-8270.715,V122,Yen Japones,63314,202404
A013233,13/01/2024,necesidad,necesidad_13,P.VIAJE10,-80481.045,V129,Yen Japones,62754,202401
A009520,21/05/2022,transporte,transporte_6,P.VIAJE5,-26373,V086,Euro,882.76,202205
A014203,03/05/2024,deuda,deuda: nombre_14,P.VIAJE2,2506.9725,V116,Yen Japones,61354,202405
A001393,17/09/2016,recreacion,recreacion_15,P.VIAJE1,-5885.7,V011,Dolar Americano,674.34,201609
A003776,26/05/2018,consumible,consumible_10444,P.VIAJE6,-3531,V046,Yen Japones,57111,201805
A014256,03/05/2024,deuda,deuda: nombre_2,P.VIAJE5,2204.88,V122,Yen Japones,61354,202405
A013146,07/01/2024,hogar,hogar_4769,P.VIAJE1,-20592,V113,Euro,973.31,202401
A013962,21/04/2024,consumible,consumible_11840,P.VIAJE10,-5203.26,V125,Dolar Americano,954.44,202404
A011912,26/05/2023,gustos,gustos_5537,P.VIAJE3,-16150.5,V101,Euro,855.45,202305
A014035-1,27/04/2024,deuda,deuda: nombre_9,P.VIAJE6,-7094.07,V133,Euro,1014.49,202404
A013650,27/03/2024,hogar,hogar: nombre_17,P.VIAJE7,-45831,V114,Euro,1059.13,202403
A014276,03/05/2024,deuda,deuda: nombre_9,P.VIAJE5,16886.1525,V125,Dolar Americano,938.78,202405
A014487,14/06/2024,evento,6.evento_10,P.VIAJE10,-217498.5,V139,Euro,998.36,202406
A008647,09/10/2021,deuda,deuda: nombre_17,P.VIAJE3,-271636.86,V084,Dolar Americano,824,202110
A009503,19/05/2022,evento,evento_5639,P.VIAJE1,-1416,V086,Euro,886.13,202205
A007226,20/09/2020,consumible,consumible_10945,P.VIAJE5,-5223,V080,Yen Japones,72963,202009
A011064,01/01/2023,regalo,regalo: nombre_3,P.VIAJE7,-6703.5,V100,Euro,907.32,202301
A009525,21/05/2022,consumible,consumible_8474,P.VIAJE6,-10792.5,V086,Euro,882.76,202205
A004910,26/03/2019,transporte,transporte_12,P.VIAJE8,-22828.965,V052,Dolar Americano,680.19,201903
A015668,14/04/2025,regalo,regalo: nombre_20,P.VIAJE5,-4800,V143,Yen Japones,67562,202504
A013569,12/03/2024,evento,evento_5836,P.VIAJE4,-12279.345,V124,Euro,1043.91,202403
A012763,15/10/2023,transporte,transporte_4,P.VIAJE6,-161451,V113,Euro,987.32,202310
A013915,19/04/2024,transporte,transporte_6,P.VIAJE1,-14849.07,V122,Yen Japones,61716,202404
A013210,11/01/2024,deuda,deuda: nombre_8,P.VIAJE5,-13631.535,V119,Euro,998.56,202401
A001428,24/09/2016,necesidad,necesidad_17,P.VIAJE2,-16221.705,V013,Dolar Americano,660.25,201609
A003850,13/06/2018,deuda,deuda: nombre_13,P.VIAJE1,63112.65,V047,Dolar Americano,634.35,201806
A003890,21/06/2018,consumible,consumible_10720,P.VIAJE10,-2121,V047,Dolar Americano,639.95,201806
A015666,14/04/2025,transporte,transporte_17,P.VIAJE6,-3531,V143,Yen Japones,67562,202504
A014078,30/04/2024,deuda,deuda: nombre_1,P.VIAJE2,10138.245,V133,Euro,1022.72,202404
A013875,16/04/2024,deuda,deuda: nombre_17,P.VIAJE4,-3377.31,V122,Yen Japones,63334,202404
A014219,03/05/2024,deuda,deuda: nombre_10,P.VIAJE8,786.0675,V119,Euro,1009.94,202405
A012948,19/11/2023,deuda,deuda: nombre_18,P.VIAJE9,-226522.5,V115,Dolar Americano,884.92,202311
A002008,19/03/2017,recreacion,recreacion_4,P.VIAJE10,-11541.915,V021,Euro,710.93,201703
A013978,23/04/2024,consumible,consumible_7641,P.VIAJE9,-15281.235,V128,Euro,1022.4,202404
A004857,21/03/2019,consumible,consumible_10970,P.VIAJE10,-2826,V052,Dolar Americano,667.03,201903
A003023,18/11/2017,consumible,consumible_8561,P.VIAJE9,-3231.375,V032,Dolar Americano,625.92,201711
A013907,19/04/2024,consumible,consumible_7377,P.VIAJE3,-1941.93,V122,Yen Japones,61716,202404
A005722,22/09/2019,regalo,regalo: nombre_14,P.VIAJE6,-957.75,V064,Yen Japones,66683,201909
A014164,03/05/2024,deuda,deuda: nombre_11,P.VIAJE4,2587.695,V131,Dolar Americano,938.78,202405
A011012,17/12/2022,hogar,hogar_5134,P.VIAJE6,-35319.45,V100,Euro,936.78,202212
A008708,22/10/2021,recreacion,recreacion_5,P.VIAJE7,-1839,V083,Yen Japones,71769,202110
A004854,21/03/2019,consumible,consumible_7822,P.VIAJE8,-2826,V052,Dolar Americano,667.03,201903
A014123,03/05/2024,deuda,deuda: nombre_20,P.VIAJE10,3980.07,V122,Yen Japones,61354,202405
A014194,03/05/2024,deuda,deuda: nombre_13,P.VIAJE3,1489.305,V116,Yen Japones,61354,202405
A013914-1,19/04/2024,deuda,deuda: nombre_6,P.VIAJE4,-5555.76,V122,Yen Japones,61716,202404
A013877,16/04/2024,consumible,consumible_10066,P.VIAJE4,-1287.69,V122,Yen Japones,63334,202404
A003339,31/01/2018,transporte,transporte_10,P.VIAJE6,-10581,V047,Dolar Americano,602.15,201801
A011028,21/12/2022,recreacion,recreacion_8,P.VIAJE6,-9876,V100,Euro,923.31,202212
A011046,27/12/2022,consumible,consumible_10622,P.VIAJE8,-5293.5,V100,Euro,922.74,202212
A001778,21/01/2017,consumible,consumible_8086,P.VIAJE4,-1486.5,V018,Euro,702.38,201701
A013167,09/01/2024,consumible,consumible_9776,P.VIAJE4,-2121,V113,Euro,1002.57,202401
A012591,16/09/2023,consumible,consumible_8016,P.VIAJE4,-24822,V108,Euro,941.52,202309
A013970,22/04/2024,necesidad,necesidad_16,P.VIAJE10,-3146.775,V127,Yen Japones,61453,202404
A015897,05/07/2025,necesidad,necesidad_1,P.VIAJE10,-9876,V144,Euro,1096.04,202507
A003872,17/06/2018,deuda,deuda: nombre_18,P.VIAJE2,70494,V047,Dolar Americano,632.47,201806
A001390,17/09/2016,recreacion,recreacion_14,P.VIAJE2,-51747.36,V011,Dolar Americano,674.34,201609
A013955,20/04/2024,deuda,deuda: nombre_6,P.VIAJE5,-15548.43,V124,Euro,1016.86,202404
A013902-1,18/04/2024,deuda,deuda: nombre_1,P.VIAJE6,-2216.88,V122,Yen Japones,62440,202404
A014140,03/05/2024,deuda,deuda: nombre_15,P.VIAJE8,2914.815,V123,Dolar Americano,938.78,202405
A009458,14/05/2022,consumible,consumible_10604,P.VIAJE6,-3178.5,V086,Euro,895.19,202205
A005701,21/09/2019,consumible,consumible_11193,P.VIAJE7,-10752.315,V064,Yen Japones,66683,201909
A005939,22/10/2019,deuda,deuda: nombre_2,RECREACION9,-993,V068,Dolar Americano,723.8,201910
A013935-1,19/04/2024,deuda,deuda: nombre_20,P.VIAJE10,-1680.375,V123,Dolar Americano,954.44,202404
A013989,24/04/2024,consumible,consumible_10754,P.VIAJE6,-9673.665,V129,Yen Japones,61126,202404
A009510,20/05/2022,consumible,consumible_8586,P.VIAJE4,-3531,V086,Euro,882.76,202205
A008740,29/10/2021,regalo,regalo: nombre_18,P.VIAJE4,-6139.5,V084,Dolar Americano,813.2,202110
A014113,03/05/2024,deuda,deuda: nombre_11,P.VIAJE1,5521.905,V120,Dolar Americano,938.78,202405
A004898,24/03/2019,consumible,consumible_7146,P.VIAJE4,-1303.2,V052,Dolar Americano,678.23,201903
A009472,15/05/2022,necesidad,necesidad_15,P.VIAJE4,-1909.5,V086,Euro,895.19,202205
A015472,24/02/2025,deuda,deuda: nombre_6,P.VIAJE5,-277339.605,V143,Yen Japones,63008,202502
A015457,17/02/2025,deuda,deuda: nombre_16,P.VIAJE2,-95392.5,V143,Yen Japones,62537,202502
A015642,12/04/2025,regalo,regalo: nombre_17,P.VIAJE3,-15516,V143,Yen Japones,67595,202504
A008319,27/06/2021,invitacion,invitacion: nombre_4,RECREACION8,-22862.1,V082,Dolar Americano,732.6,202106
A013866,16/04/2024,regalo,regalo: nombre_18,P.VIAJE6,-5533.2,V121,Dolar Americano,979.9,202404
A013130,28/12/2023,recreacion,recreacion_2,P.VIAJE4,-2015.25,V113,Euro,977.65,202312
A013859,15/04/2024,consumible,consumible_8082,P.VIAJE8,-6292.485,V121,Dolar Americano,978.2,202404
A014647,27/07/2024,deuda,deuda: nombre_11,P.VIAJE4,-10369.5,V138,Euro,1033.8,202407
A001453,25/09/2016,necesidad,necesidad_17,P.VIAJE5,36471.405,V013,Dolar Americano,660.25,201609
A010512,01/10/2022,transporte,transporte_2,P.VIAJE10,-5755.275,V095,Euro,947.2,202210
A006458,26/02/2020,deuda,deuda: nombre_16,RECREACION2,-1063.5,V077,Dolar Americano,811.3,202002
A005710,21/09/2019,consumible,consumible_7849,P.VIAJE1,-2403,V064,Yen Japones,66683,201909
A001082,05/06/2016,consumible,consumible_9516,P.VIAJE4,-3601.5,V010,Euro,775.58,201606
A009473,15/05/2022,necesidad,necesidad_8,P.VIAJE8,-6985.5,V086,Euro,895.19,202205
A007224,20/09/2020,consumible,consumible_10863,P.VIAJE7,-7690.5,V080,Yen Japones,72963,202009
A005402,29/06/2019,consumible,consumible_9766,P.VIAJE4,-5399.25,V062,Dolar Americano,677.15,201906
A014026,27/04/2024,deuda,deuda: nombre_8,P.VIAJE9,-5326.635,V133,Euro,1014.49,202404
A004973,07/04/2019,transporte,transporte: nombre_7,RECREACION4,8806.5,V053,Yen Japones,59505,201904
A013936,20/04/2024,deuda,deuda: nombre_11,P.VIAJE1,-3903.945,V123,Dolar Americano,954.44,202404
A004864,22/03/2019,consumible,consumible_9478,P.VIAJE2,-4200.75,V052,Dolar Americano,678.23,201903
A003779,27/05/2018,consumible,consumible_7662,P.VIAJE8,-10581,V046,Yen Japones,57111,201805
A014212,03/05/2024,deuda,deuda: nombre_2,P.VIAJE1,8779.71,V118,Dolar Americano,938.78,202405
A010510,30/09/2022,consumible,consumible_9839,P.VIAJE1,-887.25,V095,Euro,947.2,202209
A001000,17/05/2016,necesidad,necesidad_2,P.VIAJE10,-81196.62,V013,Dolar Americano,688.6,201605
A011009,17/12/2022,hogar,hogar_5024,P.VIAJE6,-1621.155,V100,Euro,936.78,202212
A010996,14/12/2022,transporte,transporte_1,P.VIAJE10,-20705.505,V100,Euro,929.39,202212
A013995,25/04/2024,deuda,deuda: nombre_11,P.VIAJE8,-12068.55,V131,Dolar Americano,948.83,202404
A013486,03/03/2024,necesidad,necesidad_15,P.VIAJE4,-46534.59,V115,Dolar Americano,964.32,202403
A013905,18/04/2024,deuda,deuda: nombre_5,P.VIAJE8,-15793.77,V122,Yen Japones,62440,202404
A006278,29/12/2019,evento,evento_5851,P.VIAJE9,-20034.345,V074,Euro,835.55,201912
A004969,07/04/2019,consumible,consumible_12167,RECREACION3,-8466,V053,Yen Japones,59505,201904
A013933,19/04/2024,consumible,consumible_10341,P.VIAJE9,-577.05,V123,Dolar Americano,954.44,202404
A013487,03/03/2024,deuda,deuda: nombre_19,P.VIAJE4,-46534.59,V115,Dolar Americano,964.32,202403
A001774,21/01/2017,consumible,consumible_9716,P.VIAJE4,-6280.5,V018,Euro,702.38,201701
A014142,03/05/2024,deuda,deuda: nombre_12,P.VIAJE10,3891.945,V123,Dolar Americano,938.78,202405
A014159,03/05/2024,deuda,deuda: nombre_19,P.VIAJE9,4388.265,V128,Euro,1009.94,202405
A013098,21/12/2023,consumible,consumible_10368,P.VIAJE2,-16573.5,V113,Euro,966.5,202312
A013839-1,14/04/2024,deuda,deuda: nombre_16,P.VIAJE9,-11929.3125,V119,Euro,1026.29,202404
A011907,25/05/2023,consumible,consumible_10051,P.VIAJE9,-2378.325,V101,Euro,868.24,202305
A015646,12/04/2025,consumible,consumible_10585,P.VIAJE5,-1627.5,V143,Yen Japones,67595,202504
A011916,26/05/2023,hogar,hogar_5029,P.VIAJE1,-391.635,V101,Euro,855.45,202305
A011091,07/01/2023,consumible,consumible_8694,P.VIAJE6,-4200.75,V100,Euro,895.09,202301
A008719,23/10/2021,consumible,consumible_9944,P.VIAJE6,-3141.135,V083,Yen Japones,71769,202110
A008707,22/10/2021,consumible,consumible_8092,P.VIAJE8,-18336,V083,Yen Japones,71769,202110
A005269,09/06/2019,transporte,transporte: nombre_2,P.VIAJE7,2109,V060,Yen Japones,64008,201906
A013946,20/04/2024,gustos,gustos_5505,P.VIAJE5,-7802.595,V123,Dolar Americano,954.44,202404
A013791,09/04/2024,consumible,consumible_7445,P.VIAJE5,-2518.9725,V116,Yen Japones,61984,202404
A013779-1,09/04/2024,deuda,deuda: nombre_18,P.VIAJE10,-2198.55,V116,Yen Japones,61984,202404
A013636,26/03/2024,hogar,hogar: nombre_18,P.VIAJE5,-20789.4,V114,Euro,1061.23,202403
A014147,03/05/2024,deuda,deuda: nombre_15,P.VIAJE6,19485.135,V123,Dolar Americano,938.78,202405
A013879,16/04/2024,consumible,consumible_11200,P.VIAJE10,-1915.845,V122,Yen Japones,63334,202404
A013628,23/03/2024,consumible,consumible_11648,P.VIAJE2,-13965,V114,Euro,1061.55,202403
A004975,07/04/2019,transporte,transporte: nombre_4,RECREACION5,8923.53,V053,Yen Japones,59505,201904
A013695,02/04/2024,deuda,deuda: nombre_7,P.VIAJE7,23438.07,V116,Yen Japones,64274,202404
A013689,02/04/2024,deuda,deuda: nombre_7,P.VIAJE1,70598.34,V122,Yen Japones,64274,202404
A006456,26/02/2020,deuda,deuda: nombre_14,RECREACION10,-1063.5,V077,Dolar Americano,811.3,202002
A010547,05/10/2022,consumible,consumible_11842,P.VIAJE8,-2755.5,V097,Euro,928.62,202210
A007223,20/09/2020,deuda,deuda: nombre_6,P.VIAJE1,17619,V080,Yen Japones,72963,202009
A014015,26/04/2024,consumible,consumible_11831,P.VIAJE9,-2619.435,V132,Euro,1014.49,202404
A001387,17/09/2016,recreacion,recreacion_13,P.VIAJE6,-7056,V011,Dolar Americano,674.34,201609
A015895,04/07/2025,transporte,transporte_14,P.VIAJE3,-24681,V144,Euro,1096.04,202507
A005935,22/10/2019,deuda,deuda_8252,RECREACION8,-2015.25,V068,Dolar Americano,723.8,201910
A005821,03/10/2019,consumible,consumible_7876,P.VIAJE4,-17983.5,V066,Euro,785.21,201910
A014199,03/05/2024,deuda,deuda: nombre_12,P.VIAJE8,622.155,V116,Yen Japones,61354,202405
A013854,15/04/2024,deuda,deuda: nombre_4,P.VIAJE7,-910466.265,V123,Dolar Americano,978.2,202404
A013795,10/04/2024,consumible,consumible_7430,P.VIAJE10,-1582.38,V116,Yen Japones,62263,202404
A013629,23/03/2024,consumible,consumible_11632,P.VIAJE8,-2649.75,V114,Euro,1061.55,202403
A013980,23/04/2024,consumible,consumible_7341,P.VIAJE9,-354.975,V128,Euro,1022.4,202404
A013525,11/03/2024,deuda,deuda: nombre_13,P.VIAJE1,-32567.4825,V119,Euro,1055.89,202403
A013087,19/12/2023,hogar,hogar_4804,P.VIAJE6,-3178.5,V113,Euro,945.58,202312
A002482,15/07/2017,consumible,consumible_11074,RECREACION6,-14106,V024,Euro,754.23,201707
A015637,12/04/2025,regalo,regalo: nombre_1,P.VIAJE9,-7056,V143,Yen Japones,67595,202504
A005400,29/06/2019,consumible,consumible_7927,P.VIAJE3,-7056,V062,Dolar Americano,677.15,201906
A008711,23/10/2021,transporte,transporte: nombre_12,P.VIAJE7,-7056,V083,Yen Japones,71769,202110
A014034,27/04/2024,transporte,transporte_2,P.VIAJE5,-3907.47,V133,Euro,1014.49,202404
A010173,19/08/2022,consumible,consumible_7988,P.VIAJE2,-2226.75,V089,Yen Japones,68929,202208
A005954,24/10/2019,invitacion,invitacion: nombre_10,RECREACION6,-2473.5,V070,Dolar Americano,723.73,201910
A013850-1,14/04/2024,deuda,deuda: nombre_5,P.VIAJE7,-3146.775,V120,Dolar Americano,964.38,202404
A009497,19/05/2022,consumible,consumible_9772,P.VIAJE8,-1698,V086,Euro,886.13,202205
A010167,19/08/2022,recreacion,recreacion: nombre_1,P.VIAJE10,-4941,V089,Yen Japones,68929,202208
A009466,15/05/2022,regalo,regalo: nombre_1,P.VIAJE7,-19746,V086,Euro,895.19,202205
A013720,02/04/2024,deuda,deuda: nombre_6,P.VIAJE2,15549.4725,V131,Dolar Americano,974.2,202404
A001981,16/03/2017,consumible,consumible_7632,P.VIAJE8,-9523.5,V021,Euro,712.75,201703
A013642-1,27/03/2024,deuda,deuda: nombre_19,P.VIAJE1,-13189.5,V114,Euro,1059.13,202403
A013949-1,20/04/2024,deuda,deuda: nombre_6,P.VIAJE10,-3969.1575,V123,Dolar Americano,954.44,202404
A013633,24/03/2024,consumible,consumible_8143,P.VIAJE7,-24681,V114,Euro,1061.55,202403
A014033,27/04/2024,deuda,deuda: nombre_20,P.VIAJE5,-10150.245,V133,Euro,1014.49,202404
A006285,30/12/2019,consumible,consumible_11692,P.VIAJE8,-11836.605,V074,Euro,842.1,201912
A005702,21/09/2019,consumible,consumible_8342,P.VIAJE8,-9735,V064,Yen Japones,66683,201909
A013497,08/03/2024,transporte,transporte_15,P.VIAJE5,-29810.58,V130,Euro,1050.5,202403
A009469,15/05/2022,consumible,consumible_8303,P.VIAJE7,-17278.5,V086,Euro,895.19,202205
A004863,22/03/2019,recreacion,recreacion_13,P.VIAJE7,-711,V052,Dolar Americano,678.23,201903
A011076,04/01/2023,consumible,consumible_10620,P.VIAJE10,-7056,V100,Euro,906.17,202301
A010982,13/12/2022,regalo,regalo: nombre_6,P.VIAJE9,-1416,V100,Euro,909.84,202212
A014741,11/08/2024,regalo,regalo: nombre_3,P.VIAJE10,-3883.5,V139,Euro,1017.4,202408
A015640,12/04/2025,evento,evento_5627,P.VIAJE3,-15516,V143,Yen Japones,67595,202504
A013981,23/04/2024,deuda,deuda: nombre_17,P.VIAJE8,-4400.265,V128,Euro,1022.4,202404
A010513,01/10/2022,consumible,consumible_8269,P.VIAJE1,-25689.15,V095,Euro,947.2,202210
A000263,29/08/2015,transporte,transporte_18,P.VIAJE10,-8113.5,V003,Dolar Americano,691.07,201508
A009459,14/05/2022,consumible,consumible_10548,P.VIAJE2,-2727.3,V086,Euro,895.19,202205
A013713,02/04/2024,deuda,deuda: nombre_16,P.VIAJE5,19235.2125,V125,Dolar Americano,974.2,202404
