"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","periodo_fact_c_diaria","nombre"
A006594,2020-04-12,RECREACION,invitacion,invitacion: nombre_4,RECREACION1,-5716.5,202004,nombre_4
A006595,2020-04-12,RECREACION,invitacion,invitacion: nombre_9,RECREACION2,-5716.5,202004,nombre_9
A006596,2020-04-12,RECREACION,invitacion,invitacion: nombre_1,RECREACION3,-5716.5,202004,nombre_1
A006611,2020-04-15,LIBRE,gustos,gustos: nombre_5,LIBRE4,-10581.0,202004,nombre_5
A006659,2020-05-03,RECREACION,invitacion,invitacion: nombre_13,RECREACION4,-3531.0,202005,nombre_13
A006660,2020-05-03,RECREACION,invitacion,invitacion: nombre_15,RECREACION5,-5646.0,202005,nombre_15
A006661,2020-05-03,RECREACION,invitacion,invitacion: nombre_13,RECREACION6,-7056.0,202005,nombre_13
A006662,2020-05-03,RECREACION,invitacion,invitacion: nombre_14,RECREACION7,-6703.5,202005,nombre_14
A006663,2020-05-03,RECREACION,invitacion,invitacion: nombre_14,RECREACION8,-5646.0,202005,nombre_14
A006664,2020-05-03,RECREACION,invitacion,invitacion: nombre_11,RECREACION9,-3178.5,202005,nombre_11
A006665,2020-05-03,RECREACION,invitacion,invitacion: nombre_14,RECREACION10,-3531.0,202005,nombre_14
A006693,2020-05-09,HOGAR,consumible,consumible: nombre_5,HOGAR1,7044.0,202005,nombre_5
A006753,2020-05-24,HOGAR,consumible,consumible: nombre_13,HOGAR2,77544.0,202005,nombre_13
A006782,2020-06-03,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION9,-18195.0,202006,nombre_20
A006783,2020-06-03,P.RECREACION,regalo,regalo: nombre_3,P.RECREACION10,-18335.295000000002,202006,nombre_3
A006784,2020-06-03,P.RECREACION,regalo,regalo: nombre_8,P.RECREACION1,-119151.0,202006,nombre_8
A006795,2020-06-09,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION2,70494.0,202006,nombre_13
A006856,2020-07-06,RECREACION,regalo,regalo: nombre_4,RECREACION1,-21015.0,202007,nombre_4
A006860,2020-07-07,RECREACION,recreacion,recreacion: nombre_13,RECREACION2,-7056.0,202007,nombre_13
A006876,2020-07-12,LIBRE,recreacion,recreacion: nombre_19,LIBRE1,-58951.755,202007,nombre_19
A006888,2020-07-15,RECREACION,regalo,regalo: nombre_2,RECREACION2,-1416.0,202007,nombre_2
A006893,2020-07-17,RECREACION,invitacion,invitacion: nombre_6,RECREACION1,-2685.0,202007,nombre_6
A006894,2020-07-17,RECREACION,invitacion,invitacion: nombre_16,RECREACION2,-4165.5,202007,nombre_16
A006895,2020-07-17,RECREACION,invitacion,invitacion: nombre_17,RECREACION3,-2121.0,202007,nombre_17
A006896,2020-07-17,RECREACION,invitacion,invitacion: nombre_9,RECREACION5,-887.25,202007,nombre_9
A006916,2020-07-22,LIBRE,transaccion,transaccion: nombre_14,LIBRE10,218544.0,202007,nombre_14
A006933,2020-07-24,LIBRE,transaccion,transaccion: nombre_15,LIBRE1,-218556.0,202007,nombre_15
A006974,2020-08-01,RECREACION,recreacion,recreacion: nombre_6,RECREACION3,-4870.5,202008,nombre_6
A006979,2020-08-01,P.RECREACION,regalo,regalo: nombre_10,P.RECREACION3,-633871.5,202008,nombre_10
A006980,2020-08-01,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION4,-633871.5,202008,nombre_9
A006983,2020-08-01,RECREACION,consumible,consumible: nombre_19,RECREACION1,7044.0,202008,nombre_19
A007017,2020-08-05,RECREACION,recreacion,recreacion: nombre_18,RECREACION4,-4165.5,202008,nombre_18
A007018,2020-08-05,RECREACION,recreacion,recreacion: nombre_1,RECREACION5,-2121.0,202008,nombre_1
A007019,2020-08-05,RECREACION,recreacion,recreacion: nombre_13,RECREACION6,-2015.25,202008,nombre_13
A007020,2020-08-05,RECREACION,recreacion,recreacion: nombre_15,RECREACION7,-1980.0,202008,nombre_15
A007052,2020-08-22,RECREACION,invitacion,invitacion: nombre_5,RECREACION8,-1980.0,202008,nombre_5
A007071,2020-08-24,RECREACION,recreacion,recreacion: nombre_10,RECREACION8,-887.25,202008,nombre_10
A007072,2020-08-24,RECREACION,recreacion,recreacion: nombre_3,RECREACION9,-1063.5,202008,nombre_3
A007084,2020-08-28,RECREACION,invitacion,invitacion: nombre_19,RECREACION9,-1345.5,202008,nombre_19
A007085,2020-08-28,RECREACION,invitacion,invitacion: nombre_20,RECREACION10,-4659.0,202008,nombre_20
A007097,2020-08-30,RECREACION,invitacion,invitacion: nombre_16,RECREACION1,-2015.25,202008,nombre_16
A007098,2020-08-30,RECREACION,invitacion,invitacion: nombre_19,RECREACION2,-2015.25,202008,nombre_19
A007100,2020-08-30,RECREACION,invitacion,invitacion: nombre_7,RECREACION3,-8325.0,202008,nombre_7
A007101,2020-08-30,RECREACION,invitacion,invitacion: nombre_10,RECREACION4,-8325.0,202008,nombre_10
A007102,2020-08-30,RECREACION,invitacion,invitacion: nombre_14,RECREACION5,-9312.0,202008,nombre_14
A007131,2020-09-02,RECREACION,invitacion,invitacion: nombre_9,RECREACION6,-851.295,202009,nombre_9
A007136,2020-09-03,P.VIAJE,recreacion,recreacion: nombre_19,P.VIAJE5,-98635.5,202009,nombre_19
A007140,2020-09-04,P.RECREACION,regalo,regalo: nombre_10,P.RECREACION2,-14035.5,202009,nombre_10
A007141,2020-09-04,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION3,-35044.5,202009,nombre_7
A007142,2020-09-04,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION4,-6985.5,202009,nombre_7
A007154,2020-09-07,RECREACION,invitacion,invitacion: nombre_3,RECREACION2,-3390.0,202009,nombre_3
A007155,2020-09-07,RECREACION,recreacion,recreacion: nombre_19,RECREACION8,-2050.5,202009,nombre_19
A007156,2020-09-07,RECREACION,recreacion,recreacion: nombre_7,RECREACION9,-2466.45,202009,nombre_7
A007157,2020-09-07,RECREACION,recreacion,recreacion: nombre_5,RECREACION10,-3813.0,202009,nombre_5
A007158,2020-09-07,RECREACION,recreacion,recreacion: nombre_20,RECREACION1,-1345.5,202009,nombre_20
A007160,2020-09-11,RECREACION,invitacion,invitacion: nombre_2,RECREACION3,-6879.75,202009,nombre_2
A007161,2020-09-11,RECREACION,invitacion,invitacion: nombre_7,RECREACION4,-746.25,202009,nombre_7
A007164,2020-09-11,RECREACION,invitacion,invitacion: nombre_17,RECREACION5,-1063.5,202009,nombre_17
A007166,2020-09-12,RECREACION,regalo,regalo: nombre_9,RECREACION10,-10327.2,202009,nombre_9
A007170,2020-09-13,RECREACION,invitacion,invitacion: nombre_6,RECREACION6,-2050.5,202009,nombre_6
A007174,2020-09-13,RECREACION,invitacion,invitacion: nombre_9,RECREACION7,-1557.0,202009,nombre_9
A007175,2020-09-13,RECREACION,invitacion,invitacion: nombre_8,RECREACION8,-1557.0,202009,nombre_8
A007196,2020-09-16,P.VIAJE,regalo,regalo: nombre_10,P.VIAJE6,-1239.75,202009,nombre_10
A007197,2020-09-16,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE7,-1980.0,202009,nombre_7
A007213,2020-09-18,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE8,-6633.0,202009,nombre_13
A007214,2020-09-18,P.VIAJE,regalo,regalo: nombre_12,P.VIAJE9,-6633.0,202009,nombre_12
A007230,2020-09-20,P.VIAJE,transporte,transporte: nombre_11,P.VIAJE4,10569.0,202009,nombre_11
A007237,2020-09-21,P.VIAJE,hogar,hogar: nombre_7,P.VIAJE7,-14106.0,202009,nombre_7
A007245,2020-09-22,RECREACION,regalo,regalo: nombre_3,RECREACION1,-58780.439999999995,202009,nombre_3
A007275,2020-09-28,RECREACION,consumible,consumible: nombre_12,RECREACION4,-21156.0,202009,nombre_12
A007318,2020-10-12,RECREACION,invitacion,invitacion: nombre_20,RECREACION9,-36595.5,202010,nombre_20
A007374,2020-11-05,RECREACION,invitacion,invitacion: nombre_9,RECREACION10,-1204.5,202011,nombre_9
A007375,2020-11-05,RECREACION,invitacion,invitacion: nombre_7,RECREACION1,-1134.0,202011,nombre_7
A007376,2020-11-05,RECREACION,invitacion,invitacion: nombre_3,RECREACION2,-464.25,202011,nombre_3
A007379,2020-11-06,RECREACION,invitacion,invitacion: nombre_6,RECREACION3,-2826.0,202011,nombre_6
A007398,2020-11-07,P.RECREACION,regalo,regalo: nombre_1,P.RECREACION5,-56406.0,202011,nombre_1
A007401,2020-11-08,RECREACION,invitacion,invitacion: nombre_13,RECREACION4,-10581.0,202011,nombre_13
A007402,2020-11-08,RECREACION,invitacion,invitacion: nombre_2,RECREACION5,-7056.0,202011,nombre_2
A007403,2020-11-08,RECREACION,invitacion,invitacion: nombre_14,RECREACION6,-9171.0,202011,nombre_14
A007426,2020-11-15,RECREACION,invitacion,invitacion: nombre_17,RECREACION7,-1592.25,202011,nombre_17
A007427,2020-11-15,RECREACION,invitacion,invitacion: nombre_5,RECREACION8,-1416.0,202011,nombre_5
A007494,2020-12-05,RECREACION,invitacion,invitacion: nombre_10,RECREACION10,-6915.0,202012,nombre_10
A007495,2020-12-05,P.RECREACION,regalo,regalo: nombre_11,P.RECREACION6,-140788.86000000002,202012,nombre_11
A007496,2020-12-05,P.RECREACION,regalo,regalo: nombre_15,P.RECREACION7,-20310.0,202012,nombre_15
A007497,2020-12-05,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION8,-14740.5,202012,nombre_13
A007549,2020-12-19,RECREACION,regalo,regalo: nombre_12,RECREACION2,-91585.5,202012,nombre_12
A007660,2021-01-18,RECREACION,invitacion,invitacion: nombre_6,RECREACION1,-2536.95,202101,nombre_6
A007673,2021-01-23,HOGAR,hogar,hogar: nombre_5,HOGAR6,28194.0,202101,nombre_5
A007674,2021-01-23,HOGAR,consumible,consumible: nombre_6,HOGAR7,21144.0,202101,nombre_6
A007679,2021-01-23,HOGAR,manualidad,manualidad: nombre_7,HOGAR6,-29475.0,202101,nombre_7
A007740,2021-02-13,RECREACION,invitacion,invitacion: nombre_7,RECREACION2,-10581.0,202102,nombre_7
A007745,2021-02-13,RECREACION,invitacion,invitacion: nombre_10,RECREACION3,-570.0,202102,nombre_10
A007786,2021-02-27,RECREACION,invitacion,invitacion: nombre_11,RECREACION4,-2967.0,202102,nombre_11
A007799,2021-02-27,RECREACION,invitacion,invitacion: nombre_14,RECREACION5,-4236.0,202102,nombre_14
A007800,2021-02-27,RECREACION,invitacion,invitacion: nombre_16,RECREACION6,-3601.5,202102,nombre_16
A007801,2021-02-27,RECREACION,invitacion,invitacion: nombre_19,RECREACION7,-3390.0,202102,nombre_19
A007811,2021-03-02,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION9,-36384.0,202103,nombre_9
A007826,2021-03-06,RECREACION,invitacion,invitacion: nombre_9,RECREACION8,-10933.5,202103,nombre_9
A007827,2021-03-06,RECREACION,invitacion,invitacion: nombre_7,RECREACION9,-10933.5,202103,nombre_7
A007828,2021-03-06,RECREACION,invitacion,invitacion: nombre_11,RECREACION10,-10792.5,202103,nombre_11
A007833,2021-03-07,RECREACION,invitacion,invitacion: nombre_11,RECREACION1,-570.0,202103,nombre_11
A007836,2021-03-07,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION10,70494.0,202103,nombre_7
A007837,2021-03-07,P.RECREACION,regalo,regalo: nombre_8,P.RECREACION1,-197335.5,202103,nombre_8
A007838,2021-03-07,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION2,-36775.274999999994,202103,nombre_13
A007871,2021-03-16,RECREACION,regalo,regalo: nombre_16,RECREACION3,-42306.0,202103,nombre_16
A007872,2021-03-16,LIBRE,invitacion,invitacion: nombre_8,LIBRE6,70494.0,202103,nombre_8
A007895,2021-03-21,RECREACION,invitacion,invitacion: nombre_12,RECREACION2,-7690.5,202103,nombre_12
A007896,2021-03-21,RECREACION,invitacion,invitacion: nombre_10,RECREACION3,-10933.5,202103,nombre_10
A007941,2021-04-04,RECREACION,invitacion,invitacion: nombre_18,RECREACION4,-6985.5,202104,nombre_18
A007958,2021-04-10,RECREACION,invitacion,invitacion: nombre_12,RECREACION5,-1803.75,202104,nombre_12
A007974,2021-04-13,LIBRE,necesidad,necesidad: nombre_13,LIBRE9,-21861.0,202104,nombre_13
A007992,2021-04-17,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE10,-4165.5,202104,nombre_20
A008016,2021-04-24,RECREACION,invitacion,invitacion: nombre_20,RECREACION6,-3178.5,202104,nombre_20
A008017,2021-04-24,RECREACION,invitacion,invitacion: nombre_13,RECREACION7,-640.5,202104,nombre_13
A008054,2021-05-02,RECREACION,invitacion,invitacion: nombre_4,RECREACION8,-1874.25,202105,nombre_4
A008061,2021-05-02,SUSCRIPCION,hogar,hogar: nombre_15,SUSCRIPCION8,35244.0,202105,nombre_15
A008062,2021-05-02,SUSCRIPCION,hogar,hogar: nombre_16,SUSCRIPCION9,14094.0,202105,nombre_16
A008091,2021-05-08,RECREACION,invitacion,invitacion: nombre_17,RECREACION9,-4659.0,202105,nombre_17
A008103,2021-05-10,HOGAR,consumible,consumible: nombre_15,HOGAR8,28194.0,202105,nombre_15
A008157,2021-05-27,RECREACION,invitacion,invitacion: nombre_3,RECREACION10,-2121.0,202105,nombre_3
A008161,2021-05-27,RECREACION,invitacion,invitacion: nombre_1,RECREACION1,-3072.75,202105,nombre_1
A008168,2021-05-28,RECREACION,invitacion,invitacion: nombre_3,RECREACION2,-5575.5,202105,nombre_3
A008181,2021-05-28,RECREACION,invitacion,invitacion: nombre_20,RECREACION3,-3883.5,202105,nombre_20
A008184,2021-05-28,RECREACION,invitacion,invitacion: nombre_7,RECREACION4,-5293.5,202105,nombre_7
A008185,2021-05-28,RECREACION,invitacion,invitacion: nombre_2,RECREACION5,-5293.5,202105,nombre_2
A008206,2021-05-30,RECREACION,consumible,consumible: nombre_3,RECREACION5,15504.0,202105,nombre_3
A008230,2021-06-02,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION3,-70435.5,202106,nombre_20
A008231,2021-06-02,P.RECREACION,regalo,regalo: nombre_6,P.RECREACION4,-70435.5,202106,nombre_6
A008232,2021-06-02,P.RECREACION,regalo,regalo: nombre_6,P.RECREACION5,-42235.5,202106,nombre_6
A008248,2021-06-04,RECREACION,consumible,consumible: nombre_15,RECREACION6,-10581.0,202106,nombre_15
A008285,2021-06-17,LIBRE,recreacion,recreacion: nombre_4,LIBRE10,-4236.0,202106,nombre_4
A008318,2021-06-27,RECREACION,invitacion,invitacion: nombre_17,RECREACION7,-22862.1,202106,nombre_17
A008319,2021-06-27,RECREACION,invitacion,invitacion: nombre_4,RECREACION8,-22862.1,202106,nombre_4
A008320,2021-06-27,RECREACION,invitacion,invitacion: nombre_19,RECREACION9,-22862.1,202106,nombre_19
A008455,2021-08-07,RECREACION,invitacion,invitacion: nombre_11,RECREACION10,-2748.45,202108,nombre_11
A008481,2021-08-15,LIBRE,invitacion,invitacion: nombre_17,LIBRE7,-22284.0,202108,nombre_17
A008482,2021-08-15,LIBRE,invitacion,invitacion: nombre_5,LIBRE8,-6774.0,202108,nombre_5
A008491,2021-08-17,NECESIDAD,necesidad,necesidad: nombre_11,NECESIDAD5,-10581.0,202108,nombre_11
A008492,2021-08-17,LIBRE,recreacion,recreacion: nombre_5,LIBRE1,-14106.0,202108,nombre_5
A008547,2021-09-05,P.RECREACION,regalo,regalo: nombre_14,P.RECREACION6,-156586.5,202109,nombre_14
A008552,2021-09-10,HOGAR,consumible,consumible: nombre_9,HOGAR9,-3531.0,202109,nombre_9
A008557,2021-09-10,RECREACION,invitacion,invitacion: nombre_7,RECREACION1,-3883.5,202109,nombre_7
A008565,2021-09-13,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE7,-129125.34,202109,nombre_7
A008566,2021-09-13,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE8,-129125.34,202109,nombre_9
A008567,2021-09-13,P.VIAJE,regalo,regalo: nombre_11,P.VIAJE6,-129125.34,202109,nombre_11
A008568,2021-09-13,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE9,-129125.34,202109,nombre_13
A008591,2021-09-24,NECESIDAD,hogar,hogar: nombre_7,NECESIDAD3,-14106.0,202109,nombre_7
A008602,2021-09-25,HOGAR,hogar,hogar: nombre_3,HOGAR7,14094.0,202109,nombre_3
A008611,2021-09-29,RECREACION,invitacion,invitacion: nombre_8,RECREACION2,-334.53000000000003,202109,nombre_8
A008632,2021-10-05,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE9,-8832.6,202110,nombre_7
A008633,2021-10-05,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE6,-8832.6,202110,nombre_8
A008634,2021-10-05,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE2,-8832.6,202110,nombre_6
A008635,2021-10-05,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE10,-8832.6,202110,nombre_5
A008648,2021-10-09,RECREACION,invitacion,invitacion: nombre_5,RECREACION4,-4200.75,202110,nombre_5
A008649,2021-10-09,RECREACION,invitacion,invitacion: nombre_4,RECREACION1,-4200.75,202110,nombre_4
A008650,2021-10-09,RECREACION,invitacion,invitacion: nombre_3,RECREACION9,-4200.75,202110,nombre_3
A008654,2021-10-10,RECREACION,regalo,regalo: nombre_3,RECREACION5,-1416.0,202110,nombre_3
A008666,2021-10-11,RECREACION,invitacion,invitacion: nombre_11,RECREACION3,-3601.5,202110,nombre_11
A008673,2021-10-13,DINERO,transaccion,transaccion: nombre_8,DINERO3,-129125.34,202110,nombre_8
A008705,2021-10-20,RECREACION,invitacion,invitacion: nombre_8,RECREACION4,-16926.0,202110,nombre_8
A008711,2021-10-23,P.VIAJE,transporte,transporte: nombre_12,P.VIAJE7,-7056.0,202110,nombre_12
A008737,2021-10-29,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE1,-6139.5,202110,nombre_16
A008738,2021-10-29,P.VIAJE,regalo,regalo: nombre_15,P.VIAJE2,-6139.5,202110,nombre_15
A008739,2021-10-29,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE3,-6139.5,202110,nombre_17
A008740,2021-10-29,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE4,-6139.5,202110,nombre_18
A008754,2021-10-31,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE5,-10581.0,202110,nombre_5
A008755,2021-10-31,P.VIAJE,regalo,regalo: nombre_14,P.VIAJE6,-10581.0,202110,nombre_14
A008756,2021-10-31,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE7,-10581.0,202110,nombre_7
A008757,2021-10-31,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE8,-10581.0,202110,nombre_17
A008764,2021-11-02,DINERO,transaccion,transaccion: nombre_10,DINERO6,-129125.34,202111,nombre_10
A008766,2021-11-02,DINERO,transaccion,transaccion: nombre_12,DINERO1,-129125.34,202111,nombre_12
A008788,2021-11-09,RECREACION,invitacion,invitacion: nombre_9,RECREACION6,-462.84000000000003,202111,nombre_9
A008805,2021-11-14,RECREACION,invitacion,invitacion: nombre_4,RECREACION7,-22848.0,202111,nombre_4
A008806,2021-11-14,RECREACION,invitacion,invitacion: nombre_6,RECREACION7,-22848.0,202111,nombre_6
A008807,2021-11-14,RECREACION,invitacion,invitacion: nombre_7,RECREACION2,-22848.0,202111,nombre_7
A008808,2021-11-14,RECREACION,invitacion,invitacion: nombre_5,RECREACION1,-22848.0,202111,nombre_5
A008809,2021-11-14,RECREACION,invitacion,invitacion: nombre_8,RECREACION9,-22848.0,202111,nombre_8
A008811,2021-11-16,DINERO,transaccion,transaccion: nombre_14,DINERO5,-129125.34,202111,nombre_14
A008877,2021-11-29,RECREACION,regalo,regalo: nombre_2,RECREACION6,-13647.75,202111,nombre_2
A008878,2021-11-29,P.RECREACION,regalo,regalo: nombre_8,P.RECREACION7,-70911.375,202111,nombre_8
A008880,2021-11-29,RECREACION,invitacion,invitacion: nombre_11,RECREACION7,-1486.5,202111,nombre_11
A008883,2021-11-30,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION8,-10510.5,202111,nombre_9
A008904,2021-12-02,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION7,-21156.0,202112,nombre_7
A008905,2021-12-02,P.RECREACION,regalo,regalo: nombre_8,P.RECREACION3,-21156.0,202112,nombre_8
A008906,2021-12-02,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION5,-21156.0,202112,nombre_9
A008929,2021-12-04,RECREACION,invitacion,invitacion: nombre_5,RECREACION8,-5646.0,202112,nombre_5
A008930,2021-12-04,P.RECREACION,regalo,regalo: nombre_18,P.RECREACION9,-32259.75,202112,nombre_18
A008931,2021-12-04,P.RECREACION,regalo,regalo: nombre_5,P.RECREACION10,-32259.75,202112,nombre_5
A008932,2021-12-04,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION1,-32259.75,202112,nombre_20
A008943,2021-12-06,P.RECREACION,regalo,regalo: nombre_10,P.RECREACION2,-42024.0,202112,nombre_10
A008948,2021-12-06,RECREACION,invitacion,invitacion: nombre_16,RECREACION9,-6985.5,202112,nombre_16
A008967,2021-12-16,LIBRE,recreacion,recreacion: nombre_12,LIBRE2,-3531.0,202112,nombre_12
A008968,2021-12-16,RECREACION,invitacion,invitacion: nombre_19,RECREACION10,-3531.0,202112,nombre_19
A008969,2021-12-16,RECREACION,invitacion,invitacion: nombre_17,RECREACION1,-3531.0,202112,nombre_17
A008970,2021-12-16,RECREACION,invitacion,invitacion: nombre_15,RECREACION2,-3601.5,202112,nombre_15
A008983,2021-12-18,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION3,-8466.0,202112,nombre_7
A008985,2021-12-20,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE9,-17983.5,202112,nombre_18
A008995,2021-12-22,P.RECREACION,regalo,regalo: nombre_12,P.RECREACION4,-28911.0,202112,nombre_12
A008996,2021-12-22,P.RECREACION,regalo,regalo: nombre_11,P.RECREACION5,-4941.0,202112,nombre_11
A008999,2021-12-22,RECREACION,invitacion,invitacion: nombre_12,RECREACION3,-8184.0,202112,nombre_12
A009000,2021-12-22,RECREACION,invitacion,invitacion: nombre_18,RECREACION4,-4447.5,202112,nombre_18
A009003,2021-12-23,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE8,-17631.0,202112,nombre_9
A009005,2021-12-23,P.VIAJE,regalo,regalo: nombre_2,P.VIAJE10,-10581.0,202112,nombre_2
A009007,2021-12-23,P.VIAJE,regalo,regalo: nombre_14,P.VIAJE1,-4165.5,202112,nombre_14
A009008,2021-12-23,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE2,-1028.25,202112,nombre_9
A009009,2021-12-23,P.VIAJE,regalo,regalo: nombre_15,P.VIAJE3,-957.75,202112,nombre_15
A009016,2021-12-25,RECREACION,invitacion,invitacion: nombre_20,RECREACION5,-2050.5,202112,nombre_20
A009017,2021-12-25,RECREACION,invitacion,invitacion: nombre_15,RECREACION6,-852.0,202112,nombre_15
A009018,2021-12-25,RECREACION,invitacion,invitacion: nombre_8,RECREACION7,-1451.25,202112,nombre_8
A009067,2022-01-08,RECREACION,invitacion,invitacion: nombre_8,RECREACION8,-9171.0,202201,nombre_8
A009085,2022-01-14,P.FORMAL,transporte,transporte: nombre_6,P.FORMAL4,-105756.0,202201,nombre_6
A009141,2022-02-05,RECREACION,invitacion,invitacion: nombre_8,RECREACION9,-17278.5,202202,nombre_8
A009147,2022-02-07,RECREACION,invitacion,invitacion: nombre_18,RECREACION1,-36384.0,202202,nombre_18
A009148,2022-02-07,RECREACION,invitacion,invitacion: nombre_6,RECREACION2,-6774.0,202202,nombre_6
A009163,2022-02-12,HOGAR,hogar,hogar: nombre_5,HOGAR8,21144.0,202202,nombre_5
A009178,2022-02-13,RECREACION,invitacion,invitacion: nombre_10,RECREACION3,-5646.0,202202,nombre_10
A009218,2022-02-26,RECREACION,consumible,consumible: nombre_14,RECREACION8,-21156.0,202202,nombre_14
A009238,2022-03-06,RECREACION,invitacion,invitacion: nombre_14,RECREACION4,-5505.0,202203,nombre_14
A009239,2022-03-06,RECREACION,invitacion,invitacion: nombre_13,RECREACION5,-5505.0,202203,nombre_13
A009240,2022-03-06,RECREACION,invitacion,invitacion: nombre_15,RECREACION6,-5505.0,202203,nombre_15
A009243,2022-03-09,P.SALUD,hogar,hogar: nombre_17,P.SALUD8,-42306.0,202203,nombre_17
A009245,2022-03-10,RECREACION,invitacion,invitacion: nombre_18,RECREACION7,-29475.0,202203,nombre_18
A009258,2022-03-12,P.SALUD,hogar,hogar: nombre_10,P.SALUD9,-51471.0,202203,nombre_10
A009259,2022-03-12,P.SALUD,hogar,hogar: nombre_11,P.SALUD10,-176256.0,202203,nombre_11
A009274,2022-03-19,P.SALUD,hogar,hogar: nombre_7,P.SALUD1,84594.0,202203,nombre_7
A009275,2022-03-19,P.SALUD,hogar,hogar: nombre_3,P.SALUD2,-29616.0,202203,nombre_3
A009277,2022-03-19,P.SALUD,hogar,hogar: nombre_8,P.SALUD3,-10087.5,202203,nombre_8
A009281,2022-03-20,SUSCRIPCION,gustos,gustos: nombre_12,SUSCRIPCION7,-21156.0,202203,nombre_12
A009295,2022-03-21,HOGAR,consumible,consumible: nombre_7,HOGAR10,-10581.0,202203,nombre_7
A009303,2022-03-25,RECREACION,invitacion,invitacion: nombre_15,RECREACION9,-3178.5,202203,nombre_15
A009304,2022-03-25,RECREACION,invitacion,invitacion: nombre_12,RECREACION10,-3954.0,202203,nombre_12
A009324,2022-04-01,P.SALUD,hogar,hogar: nombre_4,P.SALUD4,-47946.0,202204,nombre_4
A009364,2022-04-10,P.SALUD,hogar,hogar: nombre_12,P.SALUD5,-141006.0,202204,nombre_12
A009373,2022-04-11,P.SALUD,hogar,hogar: nombre_13,P.SALUD6,29604.0,202204,nombre_13
A009402,2022-04-18,P.SALUD,hogar,hogar: nombre_13,P.SALUD7,-12696.0,202204,nombre_13
A009411,2022-04-28,RECREACION,invitacion,invitacion: nombre_9,RECREACION1,-922.5,202204,nombre_9
A009416,2022-04-30,P.SALUD,hogar,hogar: nombre_14,P.SALUD8,-14106.0,202204,nombre_14
A009424,2022-05-04,RECREACION,invitacion,invitacion: nombre_13,RECREACION2,-6210.0,202205,nombre_13
A009425,2022-05-04,RECREACION,invitacion,invitacion: nombre_12,RECREACION3,-6210.0,202205,nombre_12
A009440,2022-05-06,LIBRE,recreacion,recreacion: nombre_13,LIBRE3,-1063.5,202205,nombre_13
A009444,2022-05-08,RECREACION,regalo,regalo: nombre_1,RECREACION7,-28813.71,202205,nombre_1
A009453,2022-05-13,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE4,-17631.0,202205,nombre_8
A009463,2022-05-15,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE5,-605.25,202205,nombre_7
A009465,2022-05-15,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE6,-11920.5,202205,nombre_13
A009466,2022-05-15,P.VIAJE,regalo,regalo: nombre_1,P.VIAJE7,-19746.0,202205,nombre_1
A009467,2022-05-15,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE8,-147.0,202205,nombre_16
A009470,2022-05-15,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE9,-17278.5,202205,nombre_5
A009475,2022-05-16,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE10,-5646.0,202205,nombre_6
A009479,2022-05-16,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE1,-17983.5,202205,nombre_7
A009483,2022-05-17,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE2,-605.25,202205,nombre_8
A009491,2022-05-18,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE3,-10581.0,202205,nombre_8
